paper,conf,year,status
137469,9,2015,2
137470,9,2015,1
137472,9,2015,2
137475,9,2015,1
137476,9,2015,1
137477,9,2015,2
137481,9,2015,1
137483,9,2015,1
137485,9,2015,2
137486,9,2015,1
137487,9,2015,1
137488,9,2015,1
137490,9,2015,2
137493,9,2015,1
137498,9,2015,1
137500,9,2015,1
137503,9,2015,2
137504,9,2015,2
137506,9,2015,2
137508,9,2015,2
137513,9,2015,1
137516,9,2015,1
137517,9,2015,2
137518,9,2015,2
137522,9,2015,1
137525,9,2015,1
137531,9,2015,1
137595,9,2015,1
137597,9,2015,2
137598,9,2015,2
137611,9,2015,1
1570103915,10,2015,2
1570116033,10,2015,2
1570142765,10,2015,2
1570148463,10,2015,1
1570151553,10,2015,1
1570153299,10,2015,1
1570153915,10,2015,2
1570154833,10,2015,1
1570154881,10,2015,2
1570155331,10,2015,2
1570158015,10,2015,2
1570158711,10,2015,1
1570158951,10,2015,1
1570160455,10,2015,2
1570160459,10,2015,1
1570160515,10,2015,1
1570160519,10,2015,1
1570161213,10,2015,1
1570161747,10,2015,1
1570162089,10,2015,2
1570162547,10,2015,2
1570162837,10,2015,2
1570163017,10,2015,1
1570163137,10,2015,1
1570163151,10,2015,1
1570163515,10,2015,1
1570163595,10,2015,2
1570163599,10,2015,1
1570163615,10,2015,2
1570163689,10,2015,1
1570163711,10,2015,2
1570163749,10,2015,1
1570163781,10,2015,1
1570163791,10,2015,1
1570163807,10,2015,2
1570163815,10,2015,1
1570163819,10,2015,1
1570163857,10,2015,1
1570163963,10,2015,1
1570163993,10,2015,1
1570164031,10,2015,1
1570164177,10,2015,1
1570164227,10,2015,2
1570164477,10,2015,1
1570164527,10,2015,2
1570164595,10,2015,2
1570164667,10,2015,2
1570164703,10,2015,1
1570164825,10,2015,1
1570164883,10,2015,2
1570164893,10,2015,1
1570165025,10,2015,2
1570165117,10,2015,2
1570165123,10,2015,1
1570165141,10,2015,1
1570165157,10,2015,2
1570165193,10,2015,2
1570165195,10,2015,1
1570165213,10,2015,1
1570165215,10,2015,2
1570165239,10,2015,2
1570165241,10,2015,1
1570165269,10,2015,1
1570165321,10,2015,2
1570165361,10,2015,2
1570165423,10,2015,1
1570165505,10,2015,1
1570165805,10,2015,2
1570169283,10,2015,2
1570171149,10,2015,1
1570171569,10,2015,2
1570171627,10,2015,2
1570172025,10,2015,1
1570172041,10,2015,2
1570172335,10,2015,2
1570172433,10,2015,1
1570172565,10,2015,2
1570172623,10,2015,1
1570172683,10,2015,1
1570172717,10,2015,2
1570172831,10,2015,2
1570172833,10,2015,1
1570172843,10,2015,2
1570179447,11,2015,1
1570189415,11,2015,1
1570191545,11,2015,1
1570192701,11,2015,1
1570196545,11,2015,2
1570196567,11,2015,2
1570196959,11,2015,1
1570197151,11,2015,2
1570197477,11,2015,2
1570203415,11,2015,1
1570205747,11,2015,1
1570206129,11,2015,1
1570206201,11,2015,1
1570206425,11,2015,1
1570206449,11,2015,1
1570206455,11,2015,1
1570206511,11,2015,2
1570206621,11,2015,1
1570206661,11,2015,1
1570206671,11,2015,2
1570207185,11,2015,2
148452,12,2016,1
148484,12,2016,2
148518,12,2016,1
148534,12,2016,1
148538,12,2016,1
148605,12,2016,1
148607,12,2016,2
148608,12,2016,1
148795,12,2016,1
148808,12,2016,1
148969,12,2016,1
148970,12,2016,1
148992,12,2016,1
149060,12,2016,2
149103,12,2016,1
149107,12,2016,1
149109,12,2016,1
149123,12,2016,1
149188,12,2016,1
149269,12,2016,1
149305,12,2016,2
149348,12,2016,1
149543,12,2016,2
149549,12,2016,2
149551,12,2016,1
149552,12,2016,1
149557,12,2016,1
149562,12,2016,2
149564,12,2016,1
149571,12,2016,1
149577,12,2016,2
149581,12,2016,1
149583,12,2016,1
149585,12,2016,1
149586,12,2016,1
149590,12,2016,2
149597,12,2016,1
149612,12,2016,1
149613,12,2016,2
149618,12,2016,2
149619,12,2016,2
149621,12,2016,1
149622,12,2016,1
149623,12,2016,1
149624,12,2016,1
149631,12,2016,1
149632,12,2016,2
149633,12,2016,2
149634,12,2016,2
149635,12,2016,1
149636,12,2016,2
149638,12,2016,2
149640,12,2016,2
149643,12,2016,1
149644,12,2016,1
149645,12,2016,1
149646,12,2016,1
149647,12,2016,2
149649,12,2016,1
149650,12,2016,2
149652,12,2016,1
149653,12,2016,2
149654,12,2016,1
149659,12,2016,2
149661,12,2016,1
149664,12,2016,1
149665,12,2016,2
149666,12,2016,1
149669,12,2016,1
149673,12,2016,2
149675,12,2016,1
149676,12,2016,1
149681,12,2016,2
149683,12,2016,2
149685,12,2016,1
149688,12,2016,1
149724,12,2016,2
149729,12,2016,1
149804,12,2016,1
149805,12,2016,1
149806,12,2016,2
149807,12,2016,1
149817,12,2016,1
149837,12,2016,1
149844,12,2016,1
149854,12,2016,2
149857,12,2016,1
149879,12,2016,2
149889,12,2016,1
149965,12,2016,2
149986,12,2016,1
150003,12,2016,1
150005,12,2016,1
150007,12,2016,2
150012,12,2016,2
150019,12,2016,1
150025,12,2016,1
150037,12,2016,1
150038,12,2016,2
150043,12,2016,1
150050,12,2016,2
150051,12,2016,1
150065,12,2016,1
150068,12,2016,1
150069,12,2016,1
150070,12,2016,1
150071,12,2016,1
150072,12,2016,1
150073,12,2016,2
150074,12,2016,1
150077,12,2016,2
150080,12,2016,2
150081,12,2016,2
150082,12,2016,1
150086,12,2016,1
150087,12,2016,1
150091,12,2016,1
150094,12,2016,1
150095,12,2016,1
150098,12,2016,1
150099,12,2016,2
150101,12,2016,1
150104,12,2016,1
150105,12,2016,2
150107,12,2016,2
150108,12,2016,1
150111,12,2016,2
150116,12,2016,1
150117,12,2016,1
150119,12,2016,2
150121,12,2016,1
150122,12,2016,1
150123,12,2016,1
150126,12,2016,1
150128,12,2016,2
150130,12,2016,1
150133,12,2016,1
150134,12,2016,1
150135,12,2016,2
150136,12,2016,2
150137,12,2016,1
150138,12,2016,1
150139,12,2016,1
150152,12,2016,1
150158,12,2016,2
150160,12,2016,1
150167,12,2016,1
150168,12,2016,1
150172,12,2016,1
150381,12,2016,2
150392,12,2016,2
150419,12,2016,1
150425,12,2016,1
150429,12,2016,2
150431,12,2016,2
150434,12,2016,1
150439,12,2016,1
150452,12,2016,2
150454,12,2016,2
150457,12,2016,1
150464,12,2016,2
150466,12,2016,2
150467,12,2016,1
150469,12,2016,1
150470,12,2016,1
150480,12,2016,1
150481,12,2016,1
150485,12,2016,2
150486,12,2016,2
150488,12,2016,2
150492,12,2016,1
150495,12,2016,1
150500,12,2016,2
150503,12,2016,2
150506,12,2016,2
150510,12,2016,1
150520,12,2016,2
150521,12,2016,2
1570264305,13,2016,2
1570266846,13,2016,2
1570279490,13,2016,2
1570279863,13,2016,2
1570280496,13,2016,2
1570280503,13,2016,1
1570280507,13,2016,1
1570280653,13,2016,1
1570280956,13,2016,2
1570281384,13,2016,2
1570281399,13,2016,2
1570281683,13,2016,2
1570281917,13,2016,1
1570281979,13,2016,1
1570282045,13,2016,1
1570282054,13,2016,2
1570282110,13,2016,2
1570282141,13,2016,1
1570282185,13,2016,2
1570282203,13,2016,2
1570282229,13,2016,2
1570282235,13,2016,2
1570282295,13,2016,2
1570282329,13,2016,2
1570282349,13,2016,2
1570282597,13,2016,2
1570282605,13,2016,1
1570282648,13,2016,1
1570282670,13,2016,1
1570282704,13,2016,2
1570282719,13,2016,2
1570282724,13,2016,1
1570282726,13,2016,1
1570282859,13,2016,2
1570283452,13,2016,1
1570285094,13,2016,1
1570285572,13,2016,2
1570285669,13,2016,2
1570285917,13,2016,1
1570285991,13,2016,1
1570285998,13,2016,2
1570286288,13,2016,2
1570286355,13,2016,1
1570286719,13,2016,2
1570287099,13,2016,2
1570287120,13,2016,2
1570287214,13,2016,1
1570287245,13,2016,2
1570287289,13,2016,1
1570287291,13,2016,1
1570287314,13,2016,1
1570287330,13,2016,2
1570287340,13,2016,2
1570287522,13,2016,1
1570287526,13,2016,1
1570287530,13,2016,1
1570287577,13,2016,2
1570287662,13,2016,2
1570287677,13,2016,2
1570287743,13,2016,1
1570287767,13,2016,1
1570287768,13,2016,2
1570287772,13,2016,2
1570287791,13,2016,2
1570287799,13,2016,1
1570287802,13,2016,2
1570287809,13,2016,1
1570287816,13,2016,2
1570287842,13,2016,2
1570287850,13,2016,1
1570287851,13,2016,2
1570287862,13,2016,1
1570287867,13,2016,2
1570287869,13,2016,2
1570287870,13,2016,1
1570287871,13,2016,1
1570287875,13,2016,2
1570287882,13,2016,2
1570288476,13,2016,1
1570289597,13,2016,2
1570290049,13,2016,2
1570290180,13,2016,2
1570290312,13,2016,2
1570290691,13,2016,2
1570290750,13,2016,1
1570290762,13,2016,1
1570290785,13,2016,1
1570290823,13,2016,2
1570290922,13,2016,2
1570290966,13,2016,1
1570290979,13,2016,2
1570291023,13,2016,2
1570291071,13,2016,2
1570291076,13,2016,2
1570291080,13,2016,1
1570291117,13,2016,2
1570291125,13,2016,1
1570291141,13,2016,2
1570291156,13,2016,1
1570291162,13,2016,2
1570291169,13,2016,1
1570291185,13,2016,1
1570291188,13,2016,2
1570291200,13,2016,2
1570291208,13,2016,2
1570291865,13,2016,1
1570310177,13,2016,2
162248,14,2017,2
162329,14,2017,2
163263,14,2017,2
163298,14,2017,2
163314,14,2017,2
163315,14,2017,2
163316,14,2017,2
163317,14,2017,2
163318,14,2017,2
163320,14,2017,2
163324,14,2017,1
163693,14,2017,1
163701,14,2017,2
163773,14,2017,2
163777,14,2017,1
163778,14,2017,2
163779,14,2017,1
163782,14,2017,1
163783,14,2017,1
163786,14,2017,1
163787,14,2017,1
163788,14,2017,1
163793,14,2017,1
163795,14,2017,1
163803,14,2017,1
163809,14,2017,1
163812,14,2017,1
163817,14,2017,2
163823,14,2017,1
163827,14,2017,1
163828,14,2017,1
163832,14,2017,1
163846,14,2017,1
163847,14,2017,2
163848,14,2017,1
163849,14,2017,1
163850,14,2017,2
163852,14,2017,1
163854,14,2017,1
163856,14,2017,1
163857,14,2017,1
163861,14,2017,2
163862,14,2017,2
163863,14,2017,1
163864,14,2017,1
163866,14,2017,1
163871,14,2017,1
163872,14,2017,1
163873,14,2017,1
163878,14,2017,1
163880,14,2017,1
163894,14,2017,2
163895,14,2017,2
163898,14,2017,1
163901,14,2017,2
163904,14,2017,1
163906,14,2017,1
163907,14,2017,2
163910,14,2017,1
163912,14,2017,1
163915,14,2017,1
163916,14,2017,1
163917,14,2017,1
163922,14,2017,2
163925,14,2017,1
163926,14,2017,1
163927,14,2017,1
163928,14,2017,2
163929,14,2017,1
163931,14,2017,2
163932,14,2017,1
163933,14,2017,1
163934,14,2017,1
163937,14,2017,1
163940,14,2017,2
163943,14,2017,2
163944,14,2017,1
163946,14,2017,1
163948,14,2017,1
163950,14,2017,2
163951,14,2017,1
163952,14,2017,1
163953,14,2017,1
163955,14,2017,1
163956,14,2017,1
163961,14,2017,1
163965,14,2017,1
163966,14,2017,1
163968,14,2017,1
163969,14,2017,1
163971,14,2017,1
163972,14,2017,2
163973,14,2017,2
163975,14,2017,1
163981,14,2017,1
163982,14,2017,1
163985,14,2017,1
163996,14,2017,2
163998,14,2017,1
164005,14,2017,2
164127,14,2017,2
164140,14,2017,2
164154,14,2017,1
164170,14,2017,2
164195,14,2017,1
164196,14,2017,1
164198,14,2017,1
164207,14,2017,2
164209,14,2017,1
164210,14,2017,1
164211,14,2017,1
164212,14,2017,1
164213,14,2017,1
164214,14,2017,2
164216,14,2017,2
164217,14,2017,1
164218,14,2017,1
164220,14,2017,1
164221,14,2017,1
164222,14,2017,1
164224,14,2017,1
164225,14,2017,1
164230,14,2017,2
164234,14,2017,1
164238,14,2017,1
164240,14,2017,1
164241,14,2017,1
164242,14,2017,1
164258,14,2017,1
164306,14,2017,2
164310,14,2017,1
164312,14,2017,1
164318,14,2017,1
164323,14,2017,1
164328,14,2017,1
164336,14,2017,2
1570165185,10,2015,1
78213,3,2011,1
62547,1,2010,2
1570172747,10,2015,2
1570287741,13,2016,2
150478,12,2016,1
137494,9,2015,1
73454,2,2010,1
137290,9,2015,1
62179,1,2010,1
108813,7,2013,1
137473,9,2015,1
150427,12,2016,1
73993,2,2010,2
106992,7,2013,1
93994,5,2012,1
1570164757,10,2015,1
137405,9,2015,1
134644,9,2015,1
137275,9,2015,1
121626,8,2014,1
121059,8,2014,2
133304,9,2015,2
101087,6,2012,1
99335,6,2012,1
62458,1,2010,2
94009,5,2012,2
108730,7,2013,2
137484,9,2015,1
121834,8,2014,1
134537,9,2015,1
163918,14,2017,1
108688,7,2013,1
108132,6,2012,1
108131,6,2012,1
107307,7,2013,1
93955,5,2012,1
121652,8,2014,1
74073,2,2010,1
1570290687,13,2016,1
121645,8,2014,1
121693,8,2014,1
150110,12,2016,2
148735,12,2016,1
1570159731,10,2015,2
74028,2,2010,2
78062,3,2011,2
80879,3,2011,1
62512,1,2010,1
149696,12,2016,2
1570164061,10,2015,1
108704,7,2013,1
149122,12,2016,1
73452,2,2010,2
108770,7,2013,1
108789,7,2013,1
93949,5,2012,2
84239,4,2011,2
93378,5,2012,1
121697,8,2014,2
99083,6,2012,1
108803,7,2013,1
163913,14,2017,1
78490,3,2011,1
94081,5,2012,2
80681,3,2011,1
62421,1,2010,2
1570285687,13,2016,1
163319,14,2017,2
1570149801,10,2015,2
121617,8,2014,2
107178,7,2013,1
94101,5,2012,2
1570161239,10,2015,2
150175,12,2016,1
163528,14,2017,1
94055,5,2012,2
163461,14,2017,1
84318,4,2011,2
163769,14,2017,2
150484,12,2016,1
108804,7,2013,1
121054,8,2014,1
150472,12,2016,1
98344,6,2012,1
150143,12,2016,1
134694,9,2015,1
61860,1,2010,2
163833,14,2017,2
