"subtopics","paper","conf","year","status","topic"
"41","1570165423","10","2015","1","6"
"41","121655","8","2014","2","6"
"41","98223","6","2012","1","6"
"41","84231","4","2011","1","6"
"41","78083","3","2011","1","6"
"41","62452","1","2010","1","6"
"41","121698","8","2014","2","6"
"41","62400","1","2010","1","6"
"41","62345","1","2010","1","6"
"41","80830","3","2011","1","6"
"41","62471","1","2010","1","6"
"41","85602","4","2011","2","6"
"41","150431","12","2016","2","6"
"41","85720","4","2011","1","6"
"41","121835","8","2014","2","6"
"41","1570165361","10","2015","2","6"
"41","93913","5","2012","1","6"
"41","83282","4","2011","2","6"
"41","1570172041","10","2015","2","6"
"41","78295","3","2011","2","6"
"41","73173","2","2010","2","6"
"41","99332","6","2012","1","6"
"41","137389","9","2015","1","6"
"41","121764","8","2014","2","6"
"42","1570290922","13","2016","2","6"
"42","85743","4","2011","1","6"
"42","108784","7","2013","1","6"
"42","107326","7","2013","1","6"
"42","85956","4","2011","2","6"
"42","1570206671","11","2015","2","6"
"42","80842","3","2011","2","6"
"42","121648","8","2014","1","6"
"42","106916","7","2013","1","6"
"42","121659","8","2014","1","6"
"42","121691","8","2014","1","6"
"42","1570281979","13","2016","1","6"
"42","98315","6","2012","2","6"
"42","150168","12","2016","1","6"
"42","108137","6","2012","1","6"
"42","164224","14","2017","1","6"
"42","101229","6","2012","1","6"
"42","1570287314","13","2016","1","6"
"42","164310","14","2017","1","6"
"42","134402","9","2015","2","6"
"42","108543","7","2013","1","6"
"42","1570164527","10","2015","2","6"
"42","93373","5","2012","1","6"
"42","108767","7","2013","1","6"
"42","108758","7","2013","1","6"
"42","108785","7","2013","2","6"
"42","73039","2","2010","2","6"
"42","134446","9","2015","1","6"
"42","108702","7","2013","1","6"
"42","121586","8","2014","1","6"
"42","93332","5","2012","2","6"
"42","163528","14","2017","1","6"
"42","98383","6","2012","1","6"
"42","1570282045","13","2016","1","6"
"42","108703","7","2013","1","6"
"42","1570163017","10","2015","1","6"
"42","149188","12","2016","1","6"
"42","94056","5","2012","2","6"
"42","80854","3","2011","2","6"
"42","1570163151","10","2015","1","6"
"42","1570163857","10","2015","1","6"
"42","134658","9","2015","1","6"
"42","1570291188","13","2016","2","6"
"42","137332","9","2015","1","6"
"42","84273","4","2011","1","6"
"42","74082","2","2010","2","6"
"42","78287","3","2011","2","6"
"42","108795","7","2013","1","6"
"42","150139","12","2016","1","6"
"42","106460","6","2012","1","6"
"42","121687","8","2014","2","6"
"42","150070","12","2016","1","6"
"42","134536","9","2015","2","6"
"42","78456","3","2011","1","6"
"42","1570172833","10","2015","1","6"
"42","1570285572","13","2016","2","6"
"42","62330","1","2010","2","6"
"42","108816","7","2013","1","6"
"42","93923","5","2012","1","6"
"42","62529","1","2010","1","6"
"42","163324","14","2017","1","6"
"42","137331","9","2015","1","6"
"42","108806","7","2013","1","6"
"42","108740","7","2013","1","6"
"42","137462","9","2015","2","6"
"42","163968","14","2017","1","6"
"42","1570290823","13","2016","2","6"
"42","101751","6","2012","1","6"
"42","93337","5","2012","2","6"
"42","163832","14","2017","1","6"
"42","106464","6","2012","1","6"
"42","134484","9","2015","1","6"
"42","73452","2","2010","2","6"
"42","108805","7","2013","2","6"
"42","107216","7","2013","1","6"
"42","137442","9","2015","1","6"
"42","106988","7","2013","1","6"
"42","106992","7","2013","1","6"
"42","1570142765","10","2015","2","6"
"42","80865","3","2011","2","6"
"42","107315","7","2013","1","6"
"42","164196","14","2017","1","6"
"42","85651","4","2011","2","6"
"42","108245","7","2013","1","6"
"42","78404","3","2011","1","6"
"42","108765","7","2013","2","6"
"42","99369","6","2012","1","6"
"42","78428","3","2011","2","6"
"42","99985","6","2012","1","6"
"42","163872","14","2017","1","6"
"42","134647","9","2015","1","6"
"42","85699","4","2011","2","6"
"42","62519","1","2010","1","6"
"42","73927","2","2010","2","6"
"42","149804","12","2016","1","6"
"42","137473","9","2015","1","6"
"42","1570164031","10","2015","1","6"
"42","108823","7","2013","1","6"
"42","148534","12","2016","1","6"
"42","108972","7","2013","1","6"
"42","108134","6","2012","1","6"
"42","121649","8","2014","1","6"
"42","108704","7","2013","1","6"
"42","72860","2","2010","2","6"
"42","73207","2","2010","1","6"
"42","108794","7","2013","2","6"
"42","108052","7","2013","1","6"
"42","108790","7","2013","1","6"
"42","108821","7","2013","1","6"
"42","150480","12","2016","1","6"
"42","73995","2","2010","2","6"
"42","80839","3","2011","2","6"
"42","62440","1","2010","2","6"
"42","1570282185","13","2016","2","6"
"42","107242","7","2013","1","6"
"42","108093","7","2013","1","6"
"42","107164","7","2013","1","6"
"42","150074","12","2016","1","6"
"42","78421","3","2011","1","6"
"42","82833","4","2011","2","6"
"42","121053","8","2014","1","6"
"42","150086","12","2016","1","6"
"42","108831","7","2013","1","6"
"42","108366","6","2012","1","6"
"42","1570287662","13","2016","2","6"
"42","80683","3","2011","2","6"
"42","108133","6","2012","1","6"
"42","1570287802","13","2016","2","6"
"42","137324","9","2015","1","6"
"42","108715","7","2013","1","6"
"42","1570162547","10","2015","2","6"
"42","80786","3","2011","2","6"
"42","108692","7","2013","1","6"
"42","121404","8","2014","1","6"
"42","108774","7","2013","1","6"
"42","85591","4","2011","1","6"
"42","94076","5","2012","2","6"
"42","108801","7","2013","1","6"
"42","107306","7","2013","1","6"
"42","163985","14","2017","1","6"
"42","106654","7","2013","1","6"
"42","108730","7","2013","2","6"
"42","121827","8","2014","1","6"
"42","62525","1","2010","1","6"
"42","78461","3","2011","1","6"
"42","137420","9","2015","2","6"
"42","1570291117","13","2016","2","6"
"42","137517","9","2015","2","6"
"42","99336","6","2012","2","6"
"42","107172","7","2013","2","6"
"42","150136","12","2016","2","6"
"42","84179","4","2011","2","6"
"42","150051","12","2016","1","6"
"42","164242","14","2017","1","6"
"42","163833","14","2017","2","6"
"42","121340","8","2014","2","6"
"42","62298","1","2010","1","6"
"42","163783","14","2017","1","6"
"42","108708","7","2013","2","6"
"42","93939","5","2012","1","6"
"42","150175","12","2016","1","6"
"42","94094","5","2012","1","6"
"42","73943","2","2010","1","6"
"42","78311","3","2011","1","6"
"42","99298","6","2012","2","6"
"42","121651","8","2014","2","6"
"42","150429","12","2016","2","6"
"42","1570164477","10","2015","1","6"
"42","137414","9","2015","1","6"
"42","80830","3","2011","1","6"
"42","137458","9","2015","1","6"
"42","121177","8","2014","1","6"
"42","62511","1","2010","1","6"
"42","84356","4","2011","1","6"
"42","137508","9","2015","2","6"
"42","163866","14","2017","1","6"
"42","94044","5","2012","1","6"
"42","108732","7","2013","2","6"
"42","121932","8","2014","1","6"
"42","134358","9","2015","1","6"
"42","149817","12","2016","1","6"
"42","108735","7","2013","1","6"
"42","149269","12","2016","1","6"
"42","150080","12","2016","2","6"
"42","1570287882","13","2016","2","6"
"42","108810","7","2013","1","6"
"42","99136","6","2012","2","6"
"42","108686","7","2013","1","6"
"42","108843","7","2013","2","6"
"42","107300","7","2013","1","6"
"42","80810","3","2011","1","6"
"42","121672","8","2014","1","6"
"42","137273","9","2015","2","6"
"42","72963","2","2010","1","6"
"42","121577","8","2014","1","6"
"42","93404","5","2012","1","6"
"42","137477","9","2015","2","6"
"42","60806","1","2010","1","6"
"42","108783","7","2013","1","6"
"42","149665","12","2016","2","6"
"42","137476","9","2015","1","6"
"42","137270","9","2015","1","6"
"42","121047","8","2014","1","6"
"42","108844","7","2013","1","6"
"42","121593","8","2014","2","6"
"42","101455","6","2012","1","6"
"42","62469","1","2010","2","6"
"42","121685","8","2014","2","6"
"42","121872","8","2014","1","6"
"42","134437","9","2015","1","6"
"42","1570165423","10","2015","1","6"
"42","134627","9","2015","1","6"
"42","94048","5","2012","1","6"
"42","73875","2","2010","1","6"
"42","163975","14","2017","1","6"
"42","74067","2","2010","1","6"
"42","121382","8","2014","1","6"
"42","108789","7","2013","1","6"
"42","98354","6","2012","1","6"
"42","1570172025","10","2015","1","6"
"42","107268","7","2013","1","6"
"42","106396","6","2012","1","6"
"42","108709","7","2013","1","6"
"42","84196","4","2011","1","6"
"42","121617","8","2014","2","6"
"42","137413","9","2015","1","6"
"42","73865","2","2010","1","6"
"43","1570282203","13","2016","2","1"
"43","101165","6","2012","1","1"
"43","137522","9","2015","1","1"
"43","1570290049","13","2016","2","1"
"43","1570290922","13","2016","2","1"
"43","1570172833","10","2015","1","1"
"43","150158","12","2016","2","1"
"43","149634","12","2016","2","1"
"43","121682","8","2014","1","1"
"43","137469","9","2015","2","1"
"43","108814","7","2013","2","1"
"43","150419","12","2016","1","1"
"43","137506","9","2015","2","1"
"43","163894","14","2017","2","1"
"43","148518","12","2016","1","1"
"43","1570153299","10","2015","1","1"
"43","137453","9","2015","1","1"
"43","1570163017","10","2015","1","1"
"43","108744","7","2013","1","1"
"43","106137","7","2013","2","1"
"43","108370","6","2012","1","1"
"43","1570163815","10","2015","1","1"
"43","150138","12","2016","1","1"
"43","137169","9","2015","1","1"
"43","1570164227","10","2015","2","1"
"43","61438","1","2010","2","1"
"43","150095","12","2016","1","1"
"43","150025","12","2016","1","1"
"43","1570289597","13","2016","2","1"
"43","92553","5","2012","1","1"
"43","163778","14","2017","2","1"
"43","163922","14","2017","2","1"
"44","1570163017","10","2015","1","6"
"44","62448","1","2010","1","6"
"44","73819","2","2010","1","6"
"44","149123","12","2016","1","6"
"44","149644","12","2016","1","6"
"44","1570171627","10","2015","2","6"
"44","73066","2","2010","1","6"
"44","1570291185","13","2016","1","6"
"44","62523","1","2010","1","6"
"44","84221","4","2011","1","6"
"44","137455","9","2015","2","6"
"44","1570266846","13","2016","2","6"
"44","85732","4","2011","1","6"
"44","108820","7","2013","1","6"
"44","62515","1","2010","1","6"
"44","150466","12","2016","2","6"
"45","137436","9","2015","1","6"
"45","1570206455","11","2015","1","6"
"45","73173","2","2010","2","6"
"45","94101","5","2012","2","6"
"45","68089","2","2010","2","6"
"45","134040","9","2015","1","6"
"45","104992","7","2013","2","6"
"45","73175","2","2010","2","6"
"45","74082","2","2010","2","6"
"45","73945","2","2010","1","6"
"45","1570163819","10","2015","1","6"
"45","121702","8","2014","1","6"
"45","94056","5","2012","2","6"
"45","62504","1","2010","2","6"
"45","93337","5","2012","2","6"
"45","92940","5","2012","1","6"
"45","107308","7","2013","1","6"
"45","107301","7","2013","2","6"
"45","107112","7","2013","1","6"
"45","101751","6","2012","1","6"
"45","78972","3","2011","1","6"
"45","137292","9","2015","1","6"
"45","1570172335","10","2015","2","6"
"46","1570116033","10","2015","2","7"
"46","94048","5","2012","1","7"
"46","94097","5","2012","2","7"
"46","62334","1","2010","1","7"
"46","135326","9","2015","2","7"
"46","92507","5","2012","1","7"
"46","137357","9","2015","1","7"
"46","98319","6","2012","1","7"
"46","99326","6","2012","2","7"
"46","108365","6","2012","1","7"
"46","1570287842","13","2016","2","7"
"46","121626","8","2014","1","7"
"46","62477","1","2010","1","7"
"46","121592","8","2014","2","7"
"46","150484","12","2016","1","7"
"46","120108","8","2014","1","7"
"46","74048","2","2010","2","7"
"46","78343","3","2011","2","7"
"46","92663","5","2012","2","7"
"46","62408","1","2010","2","7"
"46","62471","1","2010","1","7"
"46","73837","2","2010","1","7"
"46","93706","5","2012","2","7"
"46","61478","1","2010","1","7"
"47","121802","8","2014","2","7"
"47","93978","5","2012","1","7"
"47","135562","9","2015","1","7"
"47","149647","12","2016","2","7"
"47","98340","6","2012","1","7"
"47","137382","9","2015","1","7"
"47","1570161747","10","2015","1","7"
"47","61534","1","2010","1","7"
"47","92704","5","2012","1","7"
"47","1570291071","13","2016","2","7"
"47","163528","14","2017","1","7"
"47","93923","5","2012","1","7"
"47","137431","9","2015","1","7"
"47","137432","9","2015","1","7"
"47","164209","14","2017","1","7"
"47","134499","9","2015","1","7"
"47","62425","1","2010","2","7"
"47","101176","6","2012","2","7"
"47","1570206661","11","2015","1","7"
"47","148484","12","2016","2","7"
"47","149844","12","2016","1","7"
"47","164207","14","2017","2","7"
"47","134403","9","2015","1","7"
"47","108525","7","2013","1","7"
"47","98378","6","2012","1","7"
"47","164336","14","2017","2","7"
"47","137513","9","2015","1","7"
"47","92660","5","2012","2","7"
"47","134616","9","2015","1","7"
"47","1570205747","11","2015","1","7"
"47","121592","8","2014","2","7"
"47","150003","12","2016","1","7"
"47","150521","12","2016","2","7"
"47","62415","1","2010","1","7"
"47","1570164477","10","2015","1","7"
"47","150158","12","2016","2","7"
"47","99150","6","2012","1","7"
"47","120562","8","2014","2","7"
"47","1570206129","11","2015","1","7"
"47","149633","12","2016","2","7"
"47","1570290823","13","2016","2","7"
"47","1570206511","11","2015","2","7"
"47","150495","12","2016","1","7"
"47","149681","12","2016","2","7"
"47","163793","14","2017","1","7"
"47","150104","12","2016","1","7"
"47","137487","9","2015","1","7"
"47","92437","5","2012","1","7"
"47","82552","4","2011","2","7"
"47","137339","9","2015","1","7"
"47","1570164825","10","2015","1","7"
"47","99146","6","2012","1","7"
"47","107243","7","2013","1","7"
"47","163788","14","2017","1","7"
"47","62330","1","2010","2","7"
"47","73710","2","2010","1","7"
"47","137419","9","2015","1","7"
"47","99083","6","2012","1","7"
"47","99390","6","2012","1","7"
"47","98344","6","2012","1","7"
"47","137611","9","2015","1","7"
"47","92405","5","2012","1","7"
"47","121695","8","2014","1","7"
"47","98201","6","2012","2","7"
"47","98384","6","2012","1","7"
"47","99254","6","2012","2","7"
"47","93403","5","2012","1","7"
"47","137500","9","2015","1","7"
"47","93963","5","2012","1","7"
"47","134515","9","2015","1","7"
"47","121043","8","2014","1","7"
"47","137320","9","2015","1","7"
"47","1570164757","10","2015","1","7"
"47","99246","6","2012","2","7"
"47","134402","9","2015","2","7"
"47","163769","14","2017","2","7"
"47","163850","14","2017","2","7"
"47","121638","8","2014","2","7"
"47","121626","8","2014","1","7"
"47","1570172747","10","2015","2","7"
"47","78224","3","2011","1","7"
"47","163969","14","2017","1","7"
"47","149685","12","2016","1","7"
"47","94057","5","2012","1","7"
"47","134690","9","2015","2","7"
"47","62501","1","2010","1","7"
"47","1570158711","10","2015","1","7"
"47","163926","14","2017","1","7"
"47","150038","12","2016","2","7"
"47","137436","9","2015","1","7"
"47","98223","6","2012","1","7"
"47","121617","8","2014","2","7"
"47","135419","9","2015","2","7"
"47","150439","12","2016","1","7"
"47","137417","9","2015","1","7"
"47","121643","8","2014","2","7"
"47","93368","5","2012","1","7"
"47","121658","8","2014","1","7"
"47","134539","9","2015","1","7"
"47","134689","9","2015","1","7"
"47","137452","9","2015","2","7"
"47","121827","8","2014","1","7"
"47","98354","6","2012","1","7"
"47","94011","5","2012","2","7"
"47","1570289597","13","2016","2","7"
"47","121684","8","2014","2","7"
"47","149585","12","2016","1","7"
"47","92663","5","2012","2","7"
"47","1570169283","10","2015","2","7"
"47","121659","8","2014","1","7"
"47","163315","14","2017","2","7"
"47","121053","8","2014","1","7"
"47","62471","1","2010","1","7"
"47","73809","2","2010","1","7"
"47","164241","14","2017","1","7"
"47","137411","9","2015","1","7"
"47","93597","5","2012","2","7"
"47","135438","9","2015","1","7"
"47","61540","1","2010","1","7"
"47","98383","6","2012","1","7"
"47","1570282349","13","2016","2","7"
"47","1570160515","10","2015","1","7"
"47","137476","9","2015","1","7"
"47","150082","12","2016","1","7"
"47","62456","1","2010","2","7"
"47","1570164177","10","2015","1","7"
"47","93705","5","2012","2","7"
"48","62516","1","2010","2","7"
"48","134605","9","2015","1","7"
"48","1570165195","10","2015","1","7"
"48","62414","1","2010","1","7"
"48","137595","9","2015","1","7"
"48","134511","9","2015","2","7"
"48","149619","12","2016","2","7"
"48","101176","6","2012","2","7"
"48","120091","8","2014","1","7"
"48","105028","7","2013","1","7"
"48","134403","9","2015","1","7"
"48","94057","5","2012","1","7"
"48","101751","6","2012","1","7"
"48","163701","14","2017","2","7"
"48","94044","5","2012","1","7"
"48","137487","9","2015","1","7"
"48","94108","5","2012","1","7"
"48","164140","14","2017","2","7"
"48","92621","5","2012","2","7"
"48","78338","3","2011","2","7"
"48","62334","1","2010","1","7"
"48","62425","1","2010","2","7"
"48","84177","4","2011","1","7"
"48","121645","8","2014","1","7"
"48","93367","5","2012","1","7"
"48","1570169283","10","2015","2","7"
"48","85694","4","2011","2","7"
"49","121166","8","2014","1","7"
"49","137397","9","2015","1","7"
"49","1570281399","13","2016","2","7"
"49","149618","12","2016","2","7"
"49","121055","8","2014","2","7"
"49","150122","12","2016","1","7"
"49","137312","9","2015","2","7"
"49","121675","8","2014","2","7"
"49","164310","14","2017","1","7"
"49","134544","9","2015","1","7"
"49","108525","7","2013","1","7"
"49","77825","3","2011","1","7"
"49","149060","12","2016","2","7"
"49","92802","5","2012","1","7"
"49","164336","14","2017","2","7"
"49","78363","3","2011","1","7"
"49","137275","9","2015","1","7"
"49","107055","7","2013","2","7"
"49","78495","3","2011","1","7"
"49","107198","7","2013","1","7"
"49","106396","6","2012","1","7"
"49","106137","7","2013","2","7"
"49","1570206621","11","2015","1","7"
"49","137415","9","2015","1","7"
"49","101165","6","2012","1","7"
"49","149583","12","2016","1","7"
"49","148484","12","2016","2","7"
"49","94034","5","2012","1","7"
"49","121650","8","2014","1","7"
"49","121663","8","2014","1","7"
"49","106952","7","2013","2","7"
"49","149817","12","2016","1","7"
"49","92365","5","2012","1","7"
"49","93913","5","2012","1","7"
"49","107325","7","2013","1","7"
"49","93372","5","2012","1","7"
"49","1570282726","13","2016","1","7"
"49","1570151553","10","2015","1","7"
"49","1570165213","10","2015","1","7"
"49","91189","5","2012","1","7"
"49","62538","1","2010","1","7"
"49","93978","5","2012","1","7"
"49","108830","7","2013","2","7"
"49","108744","7","2013","1","7"
"49","74073","2","2010","1","7"
"49","1570291865","13","2016","1","7"
"49","107196","7","2013","1","7"
"49","1570163689","10","2015","1","7"
"49","121592","8","2014","2","7"
"49","84270","4","2011","1","7"
"49","78388","3","2011","1","7"
"49","99326","6","2012","2","7"
"49","108648","7","2013","1","7"
"49","121413","8","2014","1","7"
"49","74048","2","2010","2","7"
"49","1570165361","10","2015","2","7"
"49","121652","8","2014","1","7"
"49","94085","5","2012","2","7"
"49","78400","3","2011","2","7"
"49","1570291208","13","2016","2","7"
"49","137324","9","2015","1","7"
"49","121348","8","2014","2","7"
"49","137469","9","2015","2","7"
"49","134608","9","2015","1","7"
"49","1570164703","10","2015","1","7"
"49","134694","9","2015","1","7"
"49","137306","9","2015","1","7"
"49","149659","12","2016","2","7"
"49","93919","5","2012","1","7"
"49","137257","9","2015","1","7"
"49","62369","1","2010","2","7"
"49","1570283452","13","2016","1","7"
"49","61881","1","2010","2","7"
"49","164220","14","2017","1","7"
"49","1570160519","10","2015","1","7"
"49","150101","12","2016","1","7"
"49","1570153915","10","2015","2","7"
"49","1570280503","13","2016","1","7"
"49","108828","7","2013","2","7"
"49","134040","9","2015","1","7"
"49","92609","5","2012","1","7"
"49","106988","7","2013","1","7"
"49","137504","9","2015","2","7"
"49","163878","14","2017","1","7"
"49","1570287772","13","2016","2","7"
"49","84289","4","2011","1","7"
"49","134433","9","2015","2","7"
"49","108688","7","2013","1","7"
"49","62495","1","2010","2","7"
"49","108729","7","2013","2","7"
"49","101176","6","2012","2","7"
"49","163315","14","2017","2","7"
"49","94043","5","2012","2","7"
"49","134377","9","2015","1","7"
"49","1570163137","10","2015","1","7"
"49","85633","4","2011","2","7"
"49","163996","14","2017","2","7"
"49","150037","12","2016","1","7"
"49","150126","12","2016","1","7"
"50","78564","3","2011","2","7"
"50","98389","6","2012","1","7"
"50","98335","6","2012","2","7"
"50","121671","8","2014","1","7"
"50","101286","6","2012","1","7"
"50","108713","7","2013","1","7"
"51","121365","8","2014","2","7"
"51","137408","9","2015","1","7"
"51","163793","14","2017","1","7"
"51","137305","9","2015","1","7"
"51","62442","1","2010","1","7"
"51","137472","9","2015","2","7"
"51","134707","9","2015","1","7"
"51","121650","8","2014","1","7"
"51","134612","9","2015","1","7"
"51","108815","7","2013","2","7"
"51","121592","8","2014","2","7"
"51","134606","9","2015","2","7"
"51","73385","2","2010","1","7"
"51","121685","8","2014","2","7"
"51","1570163599","10","2015","1","7"
"51","61534","1","2010","1","7"
"51","149571","12","2016","1","7"
"51","164198","14","2017","1","7"
"51","163803","14","2017","1","7"
"51","137432","9","2015","1","7"
"51","134540","9","2015","1","7"
"51","78387","3","2011","1","7"
"51","118725","8","2014","1","7"
"51","98378","6","2012","1","7"
"51","1570163963","10","2015","1","7"
"51","137463","9","2015","2","7"
"51","94057","5","2012","1","7"
"51","93369","5","2012","2","7"
"51","134509","9","2015","2","7"
"51","62444","1","2010","1","7"
"51","93967","5","2012","1","7"
"51","1570290966","13","2016","1","7"
"51","120186","8","2014","1","7"
"51","107290","7","2013","1","7"
"51","92507","5","2012","1","7"
"51","121703","8","2014","1","7"
"51","92902","5","2012","1","7"
"51","120674","8","2014","1","7"
"51","137410","9","2015","1","7"
"51","93865","5","2012","1","7"
"51","71295","2","2010","1","7"
"51","1570286355","13","2016","1","7"
"51","1570287842","13","2016","2","7"
"51","134538","9","2015","2","7"
"51","1570163137","10","2015","1","7"
"51","93403","5","2012","1","7"
"51","94021","5","2012","2","7"
"51","137427","9","2015","1","7"
"51","134556","9","2015","1","7"
"51","150003","12","2016","1","7"
"51","99388","6","2012","2","7"
"51","101748","6","2012","1","7"
"51","137394","9","2015","1","7"
"51","91994","5","2012","1","7"
"51","107300","7","2013","1","7"
"51","121638","8","2014","2","7"
"51","62471","1","2010","1","7"
"51","108784","7","2013","1","7"
"52","1570287522","13","2016","1","7"
"52","163823","14","2017","1","7"
"52","134606","9","2015","2","7"
"52","99866","6","2012","2","7"
"52","137383","9","2015","1","7"
"52","62483","1","2010","1","7"
"52","148484","12","2016","2","7"
"52","107144","7","2013","2","7"
"52","94122","5","2012","1","7"
"52","121664","8","2014","1","7"
"52","120186","8","2014","1","7"
"52","137425","9","2015","1","7"
"52","98370","6","2012","2","7"
"52","121401","8","2014","2","7"
"52","62533","1","2010","2","7"
"52","149348","12","2016","1","7"
"52","137410","9","2015","1","7"
"52","121827","8","2014","1","7"
"52","1570142765","10","2015","2","7"
"52","135326","9","2015","2","7"
"52","1570164477","10","2015","1","7"
"52","1570288476","13","2016","1","7"
"52","137472","9","2015","2","7"
"52","164312","14","2017","1","7"
"52","1570171149","10","2015","1","7"
"52","137504","9","2015","2","7"
"52","163848","14","2017","1","7"
"52","108701","7","2013","1","7"
"52","108324","7","2013","1","7"
"52","137468","9","2015","1","7"
"52","92400","5","2012","1","7"
"52","78222","3","2011","1","7"
"52","93375","5","2012","1","7"
"52","108728","7","2013","1","7"
"52","61810","1","2010","1","7"
"52","121724","8","2014","1","7"
"52","93973","5","2012","1","7"
"52","107145","7","2013","1","7"
"52","99956","6","2012","2","7"
"52","84143","4","2011","1","7"
"52","1570153915","10","2015","2","7"
"52","92697","5","2012","1","7"
"52","106538","7","2013","2","7"
"52","62442","1","2010","1","7"
"52","134402","9","2015","2","7"
"52","1570280956","13","2016","2","7"
"52","137132","9","2015","1","7"
"52","1570165185","10","2015","1","7"
"52","121327","8","2014","2","7"
"52","163803","14","2017","1","7"
"52","74160","2","2010","1","7"
"52","1570160519","10","2015","1","7"
"52","94018","5","2012","1","7"
"52","148735","12","2016","1","7"
"52","121677","8","2014","1","7"
"52","94037","5","2012","1","7"
"52","162248","14","2017","2","7"
"52","137415","9","2015","1","7"
"52","62500","1","2010","1","7"
"52","1570154881","10","2015","2","7"
"52","1570163993","10","2015","1","7"
"52","149624","12","2016","1","7"
"52","108775","7","2013","1","7"
"52","99878","6","2012","1","7"
"52","134612","9","2015","1","7"
"52","121691","8","2014","1","7"
"52","134538","9","2015","2","7"
"52","134605","9","2015","1","7"
"52","163948","14","2017","1","7"
"52","108836","7","2013","1","7"
"52","150003","12","2016","1","7"
"52","73460","2","2010","1","7"
"52","148534","12","2016","1","7"
"52","135368","9","2015","1","7"
"52","134541","9","2015","1","7"
"52","93929","5","2012","2","7"
"52","78404","3","2011","1","7"
"52","121655","8","2014","2","7"
"52","164154","14","2017","1","7"
"52","108695","7","2013","1","7"
"52","1570172831","10","2015","2","7"
"52","1570287799","13","2016","1","7"
"52","84325","4","2011","2","7"
"52","1570164177","10","2015","1","7"
"52","163916","14","2017","1","7"
"52","121673","8","2014","1","7"
"52","1570165213","10","2015","1","7"
"52","164310","14","2017","1","7"
"52","1570206129","11","2015","1","7"
"52","62531","1","2010","1","7"
"52","1570169283","10","2015","2","7"
"52","121392","8","2014","1","7"
"52","108817","7","2013","1","7"
"52","1570160455","10","2015","2","7"
"52","62167","1","2010","1","7"
"52","137500","9","2015","1","7"
"52","108802","7","2013","1","7"
"52","164323","14","2017","1","7"
"52","121750","8","2014","1","7"
"52","1570163749","10","2015","1","7"
"52","61144","1","2010","1","7"
"52","98340","6","2012","1","7"
"52","164328","14","2017","1","7"
"52","163778","14","2017","2","7"
"52","1570164825","10","2015","1","7"
"52","150110","12","2016","2","7"
"52","137417","9","2015","1","7"
"52","137429","9","2015","1","7"
"52","120463","8","2014","1","7"
"52","107280","7","2013","2","7"
"52","1570158015","10","2015","2","7"
"52","1570192701","11","2015","1","7"
"52","73626","2","2010","2","7"
"52","134258","9","2015","1","7"
"52","164207","14","2017","2","7"
"52","137431","9","2015","1","7"
"52","121617","8","2014","2","7"
"52","163846","14","2017","1","7"
"52","163319","14","2017","2","7"
"52","1570281384","13","2016","2","7"
"52","108738","7","2013","1","7"
"52","137498","9","2015","1","7"
"52","107275","7","2013","2","7"
"52","137358","9","2015","1","7"
"52","121968","8","2014","1","7"
"52","108825","7","2013","2","7"
"52","121749","8","2014","2","7"
"52","120108","8","2014","1","7"
"52","137382","9","2015","1","7"
"52","150068","12","2016","1","7"
"52","93970","5","2012","1","7"
"52","137294","9","2015","1","7"
"52","1570164031","10","2015","1","7"
"52","1570286719","13","2016","2","7"
"52","163934","14","2017","1","7"
"52","137427","9","2015","1","7"
"52","121627","8","2014","2","7"
"52","134511","9","2015","2","7"
"52","164212","14","2017","1","7"
"52","99246","6","2012","2","7"
"52","94023","5","2012","1","7"
"52","149060","12","2016","2","7"
"52","61545","1","2010","2","7"
"52","121834","8","2014","1","7"
"52","137273","9","2015","2","7"
"52","78399","3","2011","1","7"
"52","108376","7","2013","1","7"
"52","137394","9","2015","1","7"
"52","149122","12","2016","1","7"
"52","77709","3","2011","1","7"
"52","137522","9","2015","1","7"
"52","1570165269","10","2015","1","7"
"52","134419","9","2015","1","7"
"52","163933","14","2017","1","7"
"52","137430","9","2015","1","7"
"52","1570165141","10","2015","1","7"
"52","134513","9","2015","2","7"
"52","121645","8","2014","1","7"
"52","106928","7","2013","1","7"
"52","163950","14","2017","2","7"
"52","108733","7","2013","1","7"
"52","121595","8","2014","1","7"
"52","150492","12","2016","1","7"
"52","134627","9","2015","1","7"
"52","149665","12","2016","2","7"
"52","98204","6","2012","1","7"
"52","137459","9","2015","2","7"
"52","163872","14","2017","1","7"
"52","107297","7","2013","2","7"
"52","78368","3","2011","1","7"
"52","133859","9","2015","2","7"
"52","134433","9","2015","2","7"
"52","93712","5","2012","2","7"
"52","107170","7","2013","2","7"
"52","164214","14","2017","2","7"
"52","73874","2","2010","1","7"
"52","78438","3","2011","1","7"
"52","137388","9","2015","1","7"
"52","149585","12","2016","1","7"
"52","137475","9","2015","1","7"
"52","1570116033","10","2015","2","7"
"52","78085","3","2011","1","7"
"52","120561","8","2014","1","7"
"52","149673","12","2016","2","7"
"52","121775","8","2014","2","7"
"52","85725","4","2011","1","7"
"52","163931","14","2017","2","7"
"52","94029","5","2012","2","7"
"52","1570287870","13","2016","1","7"
"52","1570165239","10","2015","2","7"
"52","1570206201","11","2015","1","7"
"52","164241","14","2017","1","7"
"52","1570164893","10","2015","1","7"
"52","134540","9","2015","1","7"
"52","106552","6","2012","1","7"
"52","150080","12","2016","2","7"
