"subtopics","paper","conf","year","status","topic"
"14","1570287289","13","2016","1","2"
"14","99985","6","2012","1","2"
"14","94024","5","2012","1","2"
"14","108784","7","2013","1","2"
"14","121348","8","2014","2","2"
"14","137494","9","2015","1","2"
"14","99924","6","2012","1","2"
"14","93404","5","2012","1","2"
"14","108133","6","2012","1","2"
"14","121617","8","2014","2","2"
"14","73493","2","2010","1","2"
"14","98338","6","2012","1","2"
"14","78404","3","2011","1","2"
"14","107326","7","2013","1","2"
"14","121673","8","2014","1","2"
"14","93331","5","2012","1","2"
"14","94031","5","2012","1","2"
"14","1570281979","13","2016","1","2"
"14","164310","14","2017","1","2"
"14","92940","5","2012","1","2"
"14","93337","5","2012","2","2"
"14","73929","2","2010","1","2"
"14","108543","7","2013","1","2"
"14","62529","1","2010","1","2"
"14","62469","1","2010","2","2"
"14","84256","4","2011","2","2"
"14","120966","8","2014","1","2"
"14","62516","1","2010","2","2"
"14","94020","5","2012","1","2"
"14","1570160515","10","2015","1","2"
"14","62383","1","2010","1","2"
"14","98223","6","2012","1","2"
"14","78399","3","2011","1","2"
"14","78492","3","2011","1","2"
"14","93939","5","2012","1","2"
"14","94026","5","2012","1","2"
"14","150070","12","2016","1","2"
"14","94078","5","2012","1","2"
"14","101176","6","2012","2","2"
"14","1570148463","10","2015","1","2"
"14","148534","12","2016","1","2"
"14","108774","7","2013","1","2"
"14","62497","1","2010","2","2"
"14","101273","6","2012","1","2"
"14","108767","7","2013","1","2"
"14","121439","8","2014","1","2"
"14","98383","6","2012","1","2"
"14","163786","14","2017","1","2"
"14","108783","7","2013","1","2"
"14","78428","3","2011","2","2"
"14","101229","6","2012","1","2"
"14","150429","12","2016","2","2"
"14","78311","3","2011","1","2"
"15","62414","1","2010","1","2"
"15","84239","4","2011","2","2"
"15","62219","1","2010","2","2"
"15","94052","5","2012","1","2"
"15","62495","1","2010","2","2"
"15","73894","2","2010","2","2"
"15","61843","1","2010","1","2"
"15","62422","1","2010","2","2"
"15","62519","1","2010","1","2"
"15","78339","3","2011","1","2"
"15","85956","4","2011","2","2"
"15","73908","2","2010","1","2"
"15","93366","5","2012","1","2"
"15","121533","8","2014","2","2"
"16","106531","6","2012","1","2"
"16","78286","3","2011","2","2"
"16","137486","9","2015","1","2"
"16","108843","7","2013","2","2"
"16","137454","9","2015","1","2"
"16","1570172833","10","2015","1","2"
"16","108789","7","2013","1","2"
"16","107216","7","2013","1","2"
"16","121177","8","2014","1","2"
"16","134419","9","2015","1","2"
"16","73944","2","2010","1","2"
"16","121593","8","2014","2","2"
"16","137476","9","2015","1","2"
"16","93981","5","2012","1","2"
"16","1570165805","10","2015","2","2"
"16","1570291188","13","2016","2","2"
"16","73039","2","2010","2","2"
"16","99703","6","2012","1","2"
"16","78456","3","2011","1","2"
"16","108844","7","2013","1","2"
"16","93997","5","2012","1","2"
"16","98347","6","2012","1","2"
"16","108703","7","2013","1","2"
"16","121648","8","2014","1","2"
"16","108367","6","2012","1","2"
"16","93973","5","2012","1","2"
"16","150136","12","2016","2","2"
"16","134484","9","2015","1","2"
"16","1570287862","13","2016","1","2"
"16","121659","8","2014","1","2"
"16","121827","8","2014","1","2"
"16","94004","5","2012","2","2"
"16","1570172747","10","2015","2","2"
"16","106473","6","2012","1","2"
"16","121872","8","2014","1","2"
"16","94031","5","2012","1","2"
"16","108795","7","2013","1","2"
"16","80879","3","2011","1","2"
"16","137473","9","2015","1","2"
"16","134605","9","2015","1","2"
"16","1570206621","11","2015","1","2"
"16","121691","8","2014","1","2"
"16","137432","9","2015","1","2"
"16","1570163815","10","2015","1","2"
"16","137595","9","2015","1","2"
"16","1570164825","10","2015","1","2"
"16","73943","2","2010","1","2"
"16","99387","6","2012","1","2"
"16","62330","1","2010","2","2"
"16","1570282185","13","2016","2","2"
"16","108732","7","2013","2","2"
"16","134658","9","2015","1","2"
"16","1570163857","10","2015","1","2"
"16","94022","5","2012","2","2"
"16","163324","14","2017","1","2"
"16","108730","7","2013","2","2"
"16","94003","5","2012","1","2"
"16","137508","9","2015","2","2"
"16","164310","14","2017","1","2"
"16","108784","7","2013","1","2"
"16","137338","9","2015","1","2"
"16","163975","14","2017","1","2"
"16","137388","9","2015","1","2"
"16","108245","7","2013","1","2"
"16","137273","9","2015","2","2"
"16","150074","12","2016","1","2"
"16","121651","8","2014","2","2"
"16","108804","7","2013","1","2"
"16","134358","9","2015","1","2"
"16","106421","6","2012","1","2"
"16","99985","6","2012","1","2"
"16","108805","7","2013","2","2"
"16","99146","6","2012","1","2"
"16","149188","12","2016","1","2"
"16","121053","8","2014","1","2"
"16","78310","3","2011","1","2"
"16","137324","9","2015","1","2"
"16","93404","5","2012","1","2"
"16","137449","9","2015","2","2"
"16","121586","8","2014","1","2"
"16","101455","6","2012","1","2"
"16","1570164031","10","2015","1","2"
"16","99298","6","2012","2","2"
"16","93378","5","2012","1","2"
"16","121654","8","2014","1","2"
"16","1570290312","13","2016","2","2"
"16","108137","6","2012","1","2"
"16","121687","8","2014","2","2"
"16","1570164595","10","2015","2","2"
"16","150070","12","2016","1","2"
"16","150099","12","2016","2","2"
"16","164196","14","2017","1","2"
"16","1570206671","11","2015","2","2"
"16","108702","7","2013","1","2"
"16","1570287289","13","2016","1","2"
"16","121647","8","2014","2","2"
"16","121685","8","2014","2","2"
"16","137331","9","2015","1","2"
"16","94048","5","2012","1","2"
"16","61131","1","2010","1","2"
"16","121649","8","2014","1","2"
"16","121047","8","2014","1","2"
"16","108806","7","2013","1","2"
"16","108790","7","2013","1","2"
"16","92902","5","2012","1","2"
"16","73837","2","2010","1","2"
"16","108765","7","2013","2","2"
"16","108134","6","2012","1","2"
"16","98357","6","2012","1","2"
"16","163985","14","2017","1","2"
"16","1570165025","10","2015","2","2"
"16","73875","2","2010","1","2"
"16","163783","14","2017","1","2"
"16","80686","3","2011","2","2"
"16","106654","7","2013","1","2"
"16","163866","14","2017","1","2"
"16","106916","7","2013","1","2"
"16","134627","9","2015","1","2"
"16","137477","9","2015","2","2"
"16","93331","5","2012","1","2"
"16","62529","1","2010","1","2"
"16","149817","12","2016","1","2"
"16","93923","5","2012","1","2"
"16","137462","9","2015","2","2"
"16","108686","7","2013","1","2"
"16","137414","9","2015","1","2"
"16","94069","5","2012","1","2"
"16","108740","7","2013","1","2"
"16","93373","5","2012","1","2"
"16","108758","7","2013","1","2"
"16","121382","8","2014","1","2"
"16","150381","12","2016","2","2"
"16","107172","7","2013","2","2"
"16","121404","8","2014","1","2"
"16","84037","4","2011","1","2"
"16","121932","8","2014","1","2"
"16","94030","5","2012","2","2"
"16","150086","12","2016","1","2"
"16","78391","3","2011","1","2"
"16","92940","5","2012","1","2"
"16","137270","9","2015","1","2"
"16","121340","8","2014","2","2"
"16","108810","7","2013","1","2"
"16","163832","14","2017","1","2"
"16","137494","9","2015","1","2"
"16","137285","9","2015","2","2"
"16","106992","7","2013","1","2"
"16","137413","9","2015","1","2"
"16","108801","7","2013","1","2"
"16","94026","5","2012","1","2"
"16","163872","14","2017","1","2"
"16","150429","12","2016","2","2"
"16","94046","5","2012","2","2"
"16","62525","1","2010","1","2"
"16","121617","8","2014","2","2"
"16","163833","14","2017","2","2"
"16","78311","3","2011","1","2"
"16","1570103915","10","2015","2","2"
"16","108794","7","2013","2","2"
"16","92751","5","2012","1","2"
"16","93366","5","2012","1","2"
"16","1570286288","13","2016","2","2"
"16","62298","1","2010","1","2"
"16","99178","6","2012","1","2"
"17","108706","7","2013","1","6"
"17","137454","9","2015","1","6"
"17","62418","1","2010","2","6"
"17","62342","1","2010","1","6"
"17","1570163857","10","2015","1","6"
"17","137513","9","2015","1","6"
"17","108790","7","2013","1","6"
"17","93863","5","2012","1","6"
"17","107315","7","2013","1","6"
"17","84351","4","2011","1","6"
"17","164207","14","2017","2","6"
"17","1570161747","10","2015","1","6"
"17","134690","9","2015","2","6"
"17","149653","12","2016","2","6"
"17","99326","6","2012","2","6"
"17","108052","7","2013","1","6"
"17","1570172025","10","2015","1","6"
"17","134402","9","2015","2","6"
"17","108844","7","2013","1","6"
"17","163975","14","2017","1","6"
"17","108702","7","2013","1","6"
"17","108841","7","2013","1","6"
"17","61452","1","2010","2","6"
"17","106885","7","2013","1","6"
"17","107220","7","2013","1","6"
"17","134499","9","2015","1","6"
"17","108737","7","2013","2","6"
"17","108821","7","2013","1","6"
"17","98384","6","2012","1","6"
"17","107242","7","2013","1","6"
"17","149986","12","2016","1","6"
"17","108806","7","2013","1","6"
"17","78456","3","2011","1","6"
"17","150070","12","2016","1","6"
"17","62428","1","2010","2","6"
"17","98315","6","2012","2","6"
"17","1570151553","10","2015","1","6"
"17","1570172747","10","2015","2","6"
"17","108837","7","2013","1","6"
"17","106464","6","2012","1","6"
"17","107197","7","2013","2","6"
"17","1570160515","10","2015","1","6"
"17","150086","12","2016","1","6"
"17","150117","12","2016","1","6"
"17","137403","9","2015","1","6"
"17","107297","7","2013","2","6"
"17","1570171149","10","2015","1","6"
"17","108801","7","2013","1","6"
"17","1570153915","10","2015","2","6"
"17","62283","1","2010","1","6"
"17","134658","9","2015","1","6"
"17","92613","5","2012","1","6"
"17","108774","7","2013","1","6"
"17","1570164825","10","2015","1","6"
"17","137270","9","2015","1","6"
"17","73927","2","2010","2","6"
"17","107128","7","2013","2","6"
"17","94112","5","2012","1","6"
"17","107306","7","2013","1","6"
"17","1570290762","13","2016","1","6"
"17","1570169283","10","2015","2","6"
"17","137516","9","2015","1","6"
"17","150175","12","2016","1","6"
"17","62487","1","2010","1","6"
"17","137432","9","2015","1","6"
"17","107300","7","2013","1","6"
"17","93712","5","2012","2","6"
"17","84196","4","2011","1","6"
"17","84230","4","2011","1","6"
"17","121053","8","2014","1","6"
"17","134258","9","2015","1","6"
"17","150467","12","2016","1","6"
"17","135562","9","2015","1","6"
"17","149685","12","2016","1","6"
"17","108376","7","2013","1","6"
"17","108783","7","2013","1","6"
"17","134609","9","2015","2","6"
"17","137470","9","2015","1","6"
"17","85649","4","2011","1","6"
"17","134437","9","2015","1","6"
"17","137531","9","2015","1","6"
"17","73207","2","2010","1","6"
"17","137476","9","2015","1","6"
"17","108744","7","2013","1","6"
"17","108785","7","2013","2","6"
"17","106511","7","2013","1","6"
"17","1570285094","13","2016","1","6"
"17","107073","7","2013","2","6"
"17","94078","5","2012","1","6"
"17","1570164757","10","2015","1","6"
"17","149647","12","2016","2","6"
"17","137306","9","2015","1","6"
"17","150521","12","2016","2","6"
"17","107292","7","2013","2","6"
"17","1570287851","13","2016","2","6"
"17","1570165025","10","2015","2","6"
"17","106209","7","2013","1","6"
"17","108543","7","2013","1","6"
"17","1570283452","13","2016","1","6"
"17","98338","6","2012","1","6"
"17","106955","7","2013","1","6"
"17","62383","1","2010","1","6"
"17","108708","7","2013","2","6"
"17","62372","1","2010","1","6"
"17","73556","2","2010","1","6"
"17","150139","12","2016","1","6"
"17","108738","7","2013","1","6"
"17","134556","9","2015","1","6"
"17","148534","12","2016","1","6"
"17","106634","6","2012","1","6"
"17","149590","12","2016","2","6"
"17","62529","1","2010","1","6"
"17","137386","9","2015","1","6"
"17","137500","9","2015","1","6"
"17","73557","2","2010","2","6"
"17","93331","5","2012","1","6"
"17","93332","5","2012","2","6"
"17","149613","12","2016","2","6"
"17","1570163017","10","2015","1","6"
"17","163857","14","2017","1","6"
"17","108730","7","2013","2","6"
"17","134374","9","2015","1","6"
"17","106988","7","2013","1","6"
"17","93404","5","2012","1","6"
"17","108803","7","2013","1","6"
"17","108819","7","2013","1","6"
"17","164195","14","2017","1","6"
"17","137420","9","2015","2","6"
"17","80813","3","2011","1","6"
"17","94046","5","2012","2","6"
"17","149631","12","2016","1","6"
"17","137431","9","2015","1","6"
"17","1570206449","11","2015","1","6"
"17","108831","7","2013","1","6"
"17","149817","12","2016","1","6"
"17","99985","6","2012","1","6"
"17","78415","3","2011","1","6"
"17","94020","5","2012","1","6"
"17","135368","9","2015","1","6"
"17","108767","7","2013","1","6"
"17","150082","12","2016","1","6"
"17","1570287772","13","2016","2","6"
"17","106654","7","2013","1","6"
"17","137413","9","2015","1","6"
"17","73666","2","2010","1","6"
"17","74067","2","2010","1","6"
"17","92106","5","2012","1","6"
"17","108823","7","2013","1","6"
"18","93975","5","2012","2","5"
"18","137595","9","2015","1","5"
"18","70868","2","2010","2","5"
"18","1570172831","10","2015","2","5"
"18","150037","12","2016","1","5"
"18","134616","9","2015","1","5"
"18","62412","1","2010","2","5"
"18","137415","9","2015","1","5"
"18","108699","7","2013","1","5"
"18","108751","7","2013","2","5"
"18","163769","14","2017","2","5"
"18","1570281399","13","2016","2","5"
"18","78311","3","2011","1","5"
"18","1570116033","10","2015","2","5"
"18","137498","9","2015","1","5"
"18","163915","14","2017","1","5"
"18","98360","6","2012","1","5"
"18","108635","7","2013","1","5"
"18","78416","3","2011","1","5"
"18","1570172433","10","2015","1","5"
"18","108528","7","2013","1","5"
"18","1570149801","10","2015","2","5"
"18","163693","14","2017","1","5"
"18","84342","4","2011","1","5"
"18","120837","8","2014","2","5"
"18","1570158711","10","2015","1","5"
"18","137383","9","2015","1","5"
"18","108698","7","2013","1","5"
"18","1570165141","10","2015","1","5"
"18","1570287330","13","2016","2","5"
"18","1570164061","10","2015","1","5"
"18","1570165213","10","2015","1","5"
"19","137513","9","2015","1","6"
"19","94112","5","2012","1","6"
"19","163823","14","2017","1","6"
"19","78461","3","2011","1","6"
"19","62418","1","2010","2","6"
"19","108790","7","2013","1","6"
"19","98423","6","2012","1","6"
"19","62330","1","2010","2","6"
"19","108844","7","2013","1","6"
"19","107216","7","2013","1","6"
"19","92106","5","2012","1","6"
"19","108805","7","2013","2","6"
"19","93331","5","2012","1","6"
"19","164195","14","2017","1","6"
"19","121750","8","2014","1","6"
"19","150038","12","2016","2","6"
"19","1570160515","10","2015","1","6"
"19","137456","9","2015","1","6"
"19","108767","7","2013","1","6"
"19","108543","7","2013","1","6"
"19","94046","5","2012","2","6"
"19","163857","14","2017","1","6"
"19","108841","7","2013","1","6"
"19","94020","5","2012","1","6"
"19","163940","14","2017","2","6"
"19","134544","9","2015","1","6"
"19","1570279490","13","2016","2","6"
"19","94054","5","2012","1","6"
"19","121646","8","2014","2","6"
"19","107169","7","2013","2","6"
"19","150139","12","2016","1","6"
"19","94048","5","2012","1","6"
"19","137313","9","2015","2","6"
"19","149557","12","2016","1","6"
"19","72976","2","2010","1","6"
"19","1570162547","10","2015","2","6"
"19","108367","6","2012","1","6"
"19","73917","2","2010","1","6"
"19","99985","6","2012","1","6"
"19","62298","1","2010","1","6"
"19","93712","5","2012","2","6"
"19","137428","9","2015","1","6"
"19","121932","8","2014","1","6"
"19","106988","7","2013","1","6"
"19","121340","8","2014","2","6"
"19","98315","6","2012","2","6"
"19","98379","6","2012","1","6"
"19","137331","9","2015","1","6"
"19","108814","7","2013","2","6"
"19","61446","1","2010","1","6"
"19","150086","12","2016","1","6"
"19","107300","7","2013","1","6"
"19","108783","7","2013","1","6"
"19","106473","6","2012","1","6"
"19","1570164527","10","2015","2","6"
"19","1570206621","11","2015","1","6"
"19","98354","6","2012","1","6"
"19","108695","7","2013","1","6"
"19","149188","12","2016","1","6"
"19","137517","9","2015","2","6"
"19","101273","6","2012","1","6"
"19","62529","1","2010","1","6"
"19","108801","7","2013","1","6"
"19","137448","9","2015","1","6"
"19","149817","12","2016","1","6"
"19","98338","6","2012","1","6"
"19","121053","8","2014","1","6"
"20","62547","1","2010","2","3"
"20","1570103915","10","2015","2","3"
"20","78399","3","2011","1","3"
"20","88247","5","2012","2","3"
"20","108792","7","2013","1","3"
"20","150119","12","2016","2","3"
"20","92553","5","2012","1","3"
"20","61689","1","2010","2","3"
"20","164242","14","2017","1","3"
"20","121434","8","2014","2","3"
"21","137428","9","2015","1","3"
"21","73841","2","2010","1","3"
"21","73923","2","2010","1","3"
"21","1570164703","10","2015","1","3"
"21","62551","1","2010","1","3"
"21","101009","6","2012","1","3"
"21","78423","3","2011","2","3"
"21","78490","3","2011","1","3"
"21","62472","1","2010","1","3"
"21","121646","8","2014","2","3"
"21","108839","7","2013","1","3"
"21","101008","6","2012","1","3"
"21","108820","7","2013","1","3"
"21","94044","5","2012","1","3"
"21","93371","5","2012","1","3"
"21","1570291200","13","2016","2","3"
"21","121675","8","2014","2","3"
"21","99388","6","2012","2","3"
"21","62521","1","2010","2","3"
"21","62456","1","2010","2","3"
"21","61511","1","2010","2","3"
"21","73898","2","2010","1","3"
"21","62501","1","2010","1","3"
"21","1570165215","10","2015","2","3"
"21","62466","1","2010","2","3"
"21","163817","14","2017","2","3"
"21","94064","5","2012","1","3"
"21","73852","2","2010","2","3"
"21","1570264305","13","2016","2","3"
"21","62327","1","2010","2","3"
"21","137464","9","2015","1","3"
"21","149646","12","2016","1","3"
"21","62438","1","2010","2","3"
"21","73906","2","2010","1","3"
"21","137320","9","2015","1","3"
"21","94101","5","2012","2","3"
"21","78118","3","2011","1","3"
"21","85956","4","2011","2","3"
"21","73839","2","2010","1","3"
"21","62504","1","2010","2","3"
"21","94088","5","2012","1","3"
"21","121825","8","2014","2","3"
"21","78502","3","2011","1","3"
"21","72993","2","2010","2","3"
"21","62547","1","2010","2","3"
"21","84220","4","2011","1","3"
"21","62439","1","2010","2","3"
"21","1570287867","13","2016","2","3"
"21","73066","2","2010","1","3"
"21","93343","5","2012","2","3"
"21","121663","8","2014","1","3"
"21","81151","4","2011","2","3"
"21","78295","3","2011","2","3"
"21","92935","5","2012","1","3"
"21","93967","5","2012","1","3"
"21","78367","3","2011","2","3"
"21","62535","1","2010","1","3"
"21","62505","1","2010","1","3"
"21","108714","7","2013","1","3"
"21","73223","2","2010","2","3"
"21","78482","3","2011","1","3"
"21","73526","2","2010","1","3"
"21","108792","7","2013","1","3"
"21","134505","9","2015","2","3"
"21","73087","2","2010","2","3"
"21","61534","1","2010","1","3"
"21","80681","3","2011","1","3"
"21","92940","5","2012","1","3"
"21","105276","7","2013","2","3"
"21","72976","2","2010","1","3"
"21","78215","3","2011","1","3"
"21","93913","5","2012","1","3"
"21","108686","7","2013","1","3"
"21","60748","1","2010","2","3"
"21","62526","1","2010","1","3"
"21","73042","2","2010","2","3"
"21","104088","7","2013","2","3"
"21","77723","3","2011","2","3"
"21","99332","6","2012","1","3"
"21","148538","12","2016","1","3"
"21","62493","1","2010","1","3"
"21","73878","2","2010","2","3"
"21","73945","2","2010","1","3"
"21","61453","1","2010","2","3"
"21","101455","6","2012","1","3"
"21","1570282724","13","2016","1","3"
"21","108789","7","2013","1","3"
"21","84238","4","2011","1","3"
"21","80810","3","2011","1","3"
"21","150484","12","2016","1","3"
"21","121680","8","2014","1","3"
"21","78492","3","2011","1","3"
"21","137422","9","2015","1","3"
"21","1570172335","10","2015","2","3"
"21","62516","1","2010","2","3"
"21","107175","7","2013","2","3"
"21","73820","2","2010","1","3"
"21","93993","5","2012","1","3"
"21","94138","5","2012","1","3"
"21","107290","7","2013","1","3"
"21","120091","8","2014","1","3"
"21","62178","1","2010","1","3"
"21","93608","5","2012","2","3"
"21","91994","5","2012","1","3"
"21","72963","2","2010","1","3"
"21","137339","9","2015","1","3"
"21","84266","4","2011","1","3"
"21","62515","1","2010","1","3"
"21","163912","14","2017","1","3"
"21","164140","14","2017","2","3"
"21","80683","3","2011","2","3"
"21","73175","2","2010","2","3"
"21","85732","4","2011","1","3"
"21","94105","5","2012","1","3"
"21","70781","2","2010","2","3"
"21","121801","8","2014","2","3"
"22","134538","9","2015","2","4"
"22","134446","9","2015","1","4"
"22","107109","7","2013","1","4"
"22","62509","1","2010","1","4"
"22","163878","14","2017","1","4"
"22","150094","12","2016","1","4"
"22","134377","9","2015","1","4"
"22","121392","8","2014","1","4"
"22","94023","5","2012","1","4"
"22","73649","2","2010","1","4"
"22","62519","1","2010","1","4"
"22","71295","2","2010","1","4"
"22","107144","7","2013","2","4"
"22","78557","3","2011","1","4"
"22","163904","14","2017","1","4"
"22","108836","7","2013","1","4"
"22","108723","7","2013","2","4"
"22","149585","12","2016","1","4"
"22","78339","3","2011","1","4"
"22","92808","5","2012","1","4"
"22","137335","9","2015","1","4"
"22","98397","6","2012","1","4"
"22","133304","9","2015","2","4"
"22","108324","7","2013","1","4"
"22","92704","5","2012","1","4"
"22","134376","9","2015","1","4"
"22","150454","12","2016","2","4"
"22","92793","5","2012","1","4"
"22","107169","7","2013","2","4"
"22","92802","5","2012","1","4"
"22","61541","1","2010","2","4"
"22","108699","7","2013","1","4"
"22","73356","2","2010","1","4"
"22","121175","8","2014","1","4"
"22","134541","9","2015","1","4"
"22","62222","1","2010","2","4"
"22","149652","12","2016","1","4"
"22","77982","3","2011","1","4"
"22","137598","9","2015","2","4"
"22","61462","1","2010","2","4"
"22","94116","5","2012","1","4"
"22","149624","12","2016","1","4"
"22","94053","5","2012","2","4"
"22","62530","1","2010","2","4"
"22","107145","7","2013","1","4"
"22","78442","3","2011","1","4"
"22","121591","8","2014","2","4"
"22","74095","2","2010","1","4"
"22","98323","6","2012","1","4"
"22","1570165193","10","2015","2","4"
"22","108549","7","2013","1","4"
"22","62444","1","2010","1","4"
"22","83910","4","2011","2","4"
"22","59379","1","2010","1","4"
"22","62524","1","2010","1","4"
"22","61131","1","2010","1","4"
"22","61432","1","2010","1","4"
"22","121548","8","2014","1","4"
"22","62366","1","2010","1","4"
"22","137408","9","2015","1","4"
"22","68089","2","2010","2","4"
"22","1570282605","13","2016","1","4"
"22","107307","7","2013","1","4"
"22","149986","12","2016","1","4"
"22","93668","5","2012","1","4"
"22","98356","6","2012","2","4"
"22","98339","6","2012","1","4"
"22","121657","8","2014","2","4"
"22","84187","4","2011","1","4"
"22","1570163017","10","2015","1","4"
"22","93993","5","2012","1","4"
"22","163849","14","2017","1","4"
"22","78502","3","2011","1","4"
"22","93855","5","2012","2","4"
"22","84230","4","2011","1","4"
"22","99866","6","2012","2","4"
"22","107129","7","2013","2","4"
"22","163852","14","2017","1","4"
"22","150110","12","2016","2","4"
"22","149664","12","2016","1","4"
"22","137468","9","2015","1","4"
"22","163946","14","2017","1","4"
"22","1570164703","10","2015","1","4"
"22","108820","7","2013","1","4"
"22","107215","7","2013","1","4"
"22","108802","7","2013","1","4"
"22","93941","5","2012","2","4"
"22","61435","1","2010","2","4"
"22","137285","9","2015","2","4"
"22","108713","7","2013","1","4"
"22","61540","1","2010","1","4"
"22","106683","7","2013","1","4"
"22","107268","7","2013","1","4"
"22","134505","9","2015","2","4"
"22","61815","1","2010","1","4"
"22","98334","6","2012","1","4"
"22","94099","5","2012","1","4"
"22","92751","5","2012","1","4"
"22","137518","9","2015","2","4"
"22","134351","9","2015","1","4"
"22","62522","1","2010","1","4"
"22","163927","14","2017","1","4"
"22","1570287530","13","2016","1","4"
"22","121696","8","2014","1","4"
"22","137257","9","2015","1","4"
"22","93906","5","2012","1","4"
"22","98230","6","2012","2","4"
"22","1570291162","13","2016","2","4"
"22","1570163807","10","2015","2","4"
"22","73823","2","2010","2","4"
"22","108832","7","2013","1","4"
"22","77795","3","2011","2","4"
"22","104088","7","2013","2","4"
"22","137410","9","2015","1","4"
"22","72921","2","2010","1","4"
"22","60679","1","2010","2","4"
"22","62351","1","2010","1","4"
"22","78075","3","2011","2","4"
"22","84256","4","2011","2","4"
"22","77655","3","2011","1","4"
"22","1570282295","13","2016","2","4"
"22","137339","9","2015","1","4"
"22","99326","6","2012","2","4"
"22","82552","4","2011","2","4"
"22","62169","1","2010","1","4"
"22","73874","2","2010","1","4"
"22","108703","7","2013","1","4"
"22","94093","5","2012","1","4"
"22","106538","7","2013","2","4"
"22","1570172843","10","2015","2","4"
"22","150050","12","2016","2","4"
"22","163898","14","2017","1","4"
"22","92790","5","2012","2","4"
"22","62495","1","2010","2","4"
"22","78400","3","2011","2","4"
"22","1570287871","13","2016","1","4"
"22","98204","6","2012","1","4"
"22","149638","12","2016","2","4"
"22","137463","9","2015","2","4"
"22","134556","9","2015","1","4"
"22","107241","7","2013","2","4"
"22","62511","1","2010","1","4"
"22","121683","8","2014","1","4"
"22","1570206201","11","2015","1","4"
"22","93380","5","2012","2","4"
"22","1570165239","10","2015","2","4"
"22","150486","12","2016","2","4"
"22","163861","14","2017","2","4"
"22","164154","14","2017","1","4"
"22","61580","1","2010","1","4"
"22","84239","4","2011","2","4"
"22","1570287526","13","2016","1","4"
"22","1570287862","13","2016","1","4"
"22","84176","4","2011","2","4"
"22","61795","1","2010","1","4"
"22","137387","9","2015","2","4"
"22","164240","14","2017","1","4"
"22","107227","7","2013","1","4"
"22","94049","5","2012","2","4"
"22","62438","1","2010","2","4"
"22","62458","1","2010","2","4"
"22","108731","7","2013","1","4"
"22","94029","5","2012","2","4"
"22","93733","5","2012","1","4"
"22","101229","6","2012","1","4"
"22","108809","7","2013","1","4"
"22","85725","4","2011","1","4"
"22","73809","2","2010","1","4"
"22","98382","6","2012","2","4"
"22","149060","12","2016","2","4"
"22","1570163963","10","2015","1","4"
"22","99330","6","2012","1","4"
"22","62344","1","2010","2","4"
"22","1570282648","13","2016","1","4"
"22","60748","1","2010","2","4"
"22","137374","9","2015","2","4"
"22","72833","2","2010","2","4"
"22","69845","2","2010","2","4"
"22","78287","3","2011","2","4"
"22","107325","7","2013","1","4"
"22","163950","14","2017","2","4"
"22","99136","6","2012","2","4"
"22","94082","5","2012","1","4"
"22","72959","2","2010","1","4"
"22","70782","2","2010","1","4"
"22","121705","8","2014","1","4"
"22","72874","2","2010","2","4"
"22","1570163689","10","2015","1","4"
"22","73899","2","2010","1","4"
"22","163846","14","2017","1","4"
"22","93959","5","2012","1","4"
"22","121308","8","2014","2","4"
"22","62484","1","2010","2","4"
"22","137506","9","2015","2","4"
"22","73040","2","2010","1","4"
"23","62547","1","2010","2","4"
"23","121764","8","2014","2","4"
"23","121638","8","2014","2","4"
"23","98397","6","2012","1","4"
"23","137432","9","2015","1","4"
"23","98382","6","2012","2","4"
"23","121048","8","2014","1","4"
"23","121577","8","2014","1","4"
"23","137449","9","2015","2","4"
"23","78372","3","2011","1","4"
"23","150454","12","2016","2","4"
"23","137455","9","2015","2","4"
"23","107278","7","2013","2","4"
"23","92552","5","2012","1","4"
"23","91432","5","2012","2","4"
"23","62360","1","2010","1","4"
"23","98266","6","2012","2","4"
"23","137483","9","2015","1","4"
"23","134438","9","2015","1","4"
"23","150419","12","2016","1","4"
"23","98379","6","2012","1","4"
"23","93668","5","2012","1","4"
"23","121679","8","2014","1","4"
"23","106421","6","2012","1","4"
"23","84270","4","2011","1","4"
"23","121646","8","2014","2","4"
"23","78468","3","2011","1","4"
"23","62549","1","2010","1","4"
"23","1570163137","10","2015","1","4"
"23","73867","2","2010","1","4"
"23","84100","4","2011","2","4"
"23","62466","1","2010","2","4"
"23","121697","8","2014","2","4"
"23","121657","8","2014","2","4"
"23","1570172683","10","2015","1","4"
"23","149631","12","2016","1","4"
"23","84254","4","2011","1","4"
"23","1570287577","13","2016","2","4"
"23","78379","3","2011","1","4"
"23","134612","9","2015","1","4"
"23","121835","8","2014","2","4"
"23","108755","7","2013","2","4"
"23","1570206425","11","2015","1","4"
"23","62178","1","2010","1","4"
"23","98389","6","2012","1","4"
"23","78413","3","2011","1","4"
"23","92935","5","2012","1","4"
"23","134694","9","2015","1","4"
"23","149638","12","2016","2","4"
"23","62507","1","2010","1","4"
"23","93978","5","2012","1","4"
"23","85649","4","2011","1","4"
"23","137387","9","2015","2","4"
"23","134509","9","2015","2","4"
"23","121696","8","2014","1","4"
"23","137490","9","2015","2","4"
"23","137398","9","2015","1","4"
"23","1570206511","11","2015","2","4"
"23","84318","4","2011","2","4"
"23","73836","2","2010","1","4"
"23","62320","1","2010","1","4"
"23","137498","9","2015","1","4"
"23","98315","6","2012","2","4"
"23","62411","1","2010","2","4"
