,Estacao,Data,Hora,Precipitacao,TempMaxima,TempMinima,Insolacao,Evaporacao.Piche,Temp.Comp.Media,Umidade.Relativa.Media,Velocidade.do.Vento.Media
457,1,16/08/2000,1,,68,,8.8,12,64,84,0.933333
458,1,16/08/2000,2,1.6,68,8,,12,64,84,
459,1,17/08/2000,1,,68,,0.5,20,67,100,0.633333
460,1,17/08/2000,2,0,68,7.4,,20,67,100,
461,1,18/08/2000,1,,87,,9.1,14,85,72,0.9
462,1,18/08/2000,2,0,87,7,,14,85,72,
463,1,19/08/2000,1,,130,,8.8,26,147,68,0.8
464,1,19/08/2000,2,0,130,5.8,,26,147,68,
465,1,20/08/2000,1,,138,,8.6,22,287,61,0.533333
466,1,20/08/2000,2,0,138,12,,22,287,61,
467,1,21/08/2000,1,,165,,9.3,25,320,83,0.166667
468,1,21/08/2000,2,0,165,11.8,,25,320,83,
469,1,22/08/2000,1,,146,,8.9,24,345,26,1.4
470,1,22/08/2000,2,0,146,14,,24,345,26,
471,1,23/08/2000,1,,128,,7.9,38,273,90,1.266.667
472,1,23/08/2000,2,0,128,12,,38,273,90,
473,1,24/08/2000,1,,126,,1.5,17,333,66,4.2
474,1,24/08/2000,2,11.5,126,14.8,,17,333,66,
475,1,25/08/2000,1,,78,,0,33,288,147,3.266.667
476,1,25/08/2000,2,0.1,78,15.8,,33,288,147,
477,1,26/08/2000,1,,62,,0.4,5,81,136,1.233.333
478,1,26/08/2000,2,55,62,11.4,,5,81,136,
479,1,27/08/2000,1,,49,,3.3,8,50,96,1.3
480,1,27/08/2000,2,0,49,8.2,,8,50,96,
481,1,28/08/2000,1,,26,,3,18,10,109,1.733.333
482,1,28/08/2000,2,0,26,9,,18,10,109,
483,1,29/08/2000,1,,32,,2.5,11,717,75,1.433.333
484,1,29/08/2000,2,0,32,5.9,,11,717,75,
485,1,30/08/2000,1,,97,,10.1,21,98,23,0.966667
486,1,30/08/2000,2,0.1,97,5,,21,98,23,
487,1,31/08/2000,1,,124,,5.1,47,217,30,1.366.667
488,1,31/08/2000,2,0,124,13.2,,47,217,30,
489,1,1/9/2000,1,,39,,7.2,34,13,83,2.066.667
490,1,1/9/2000,2,0,39,8.8,,34,13,83,
491,1,2/9/2000,1,,59,,10,17,37,79,1.7
492,1,2/9/2000,2,0,59,6.4,,17,37,79,
493,1,3/9/2000,1,,70,,7.4,23,78,83,1.1
494,1,3/9/2000,2,0,70,9.3,,23,78,83,
495,1,4/9/2000,1,,111,,10.3,28,172,71,1.366.667
496,1,4/9/2000,2,0,111,9,,28,172,71,
497,1,5/9/2000,1,,126,,9.1,27,206,51,0.7
498,1,5/9/2000,2,0,126,10.7,,27,206,51,
499,1,6/9/2000,1,,87,,8.2,27,143,71,1.666.667
500,1,6/9/2000,2,0,87,11.8,,27,143,71,
501,1,7/9/2000,1,,150,,10.3,29,286,40,0.966667
502,1,7/9/2000,2,0,150,10.7,,29,286,40,
503,1,8/9/2000,1,,156,,10.1,38,368,16,1.633.333
504,1,8/9/2000,2,0,156,13.8,,38,368,16,
505,1,9/9/2000,1,,152,,6.2,37,393,58,0.266667
506,1,9/9/2000,2,0,152,14,,37,393,58,
507,1,10/9/2000,1,,134,,0,31,448,53,0.533333
508,1,10/9/2000,2,0,134,18.6,,31,448,53,
509,1,11/9/2000,1,,101,,0,31,292,158,5.233.333
510,1,11/9/2000,2,8.3,101,16.8,,31,292,158,
511,1,12/9/2000,1,,66,,0,17,141,97,2.066.667
512,1,12/9/2000,2,30.1,66,13.8,,17,141,97,
513,1,13/09/2000,1,,31,,0,18,81,165,3.733.333
514,1,13/09/2000,2,1.3,31,12,,18,81,165,
515,1,14/09/2000,1,,35,,0,6,126,180,3.133.333
516,1,14/09/2000,2,31.6,35,12.8,,6,126,180,
517,1,15/09/2000,1,,52,,0,4,159,149,2.833.333
518,1,15/09/2000,2,12.5,52,14.2,,4,159,149,
519,1,16/09/2000,1,,74,,2.9,9,171,112,1.633.333
520,1,16/09/2000,2,0.1,74,13.5,,9,171,112,
521,1,17/09/2000,1,,97,,9.2,19,245,84,1.733.333
522,1,17/09/2000,2,0,97,14,,19,245,84,
523,1,18/09/2000,1,,66,,0.5,29,245,162,2.2
524,1,18/09/2000,2,15.3,66,15.6,,29,245,162,
525,1,19/09/2000,1,,80,,0.8,8,231,140,1.9
526,1,19/09/2000,2,23.7,80,15.8,,8,231,140,
527,1,20/09/2000,1,,173,,7.3,9,445,96,1.466.667
528,1,20/09/2000,2,0,173,14,,9,445,96,
529,1,21/09/2000,1,,126,,0.2,32,294,168,1.766.667
530,1,21/09/2000,2,8.8,126,16.4,,32,294,168,
531,1,22/09/2000,1,,88,,9.8,7,187,65,2.466.667
532,1,22/09/2000,2,57.6,88,14.2,,7,187,65,
533,1,23/09/2000,1,,144,,8,30,307,115,1.2
534,1,23/09/2000,2,0,144,12,,30,307,115,
535,1,24/09/2000,1,,70,,1.1,21,111,109,2.233.333
536,1,24/09/2000,2,50.9,70,12.8,,21,111,109,
537,1,25/09/2000,1,,30,,10.1,21,7,46,2.466.667
538,1,25/09/2000,2,0,30,6.8,,21,7,46,
539,1,26/09/2000,1,,51,,10.3,28,50,47,1.8
540,1,26/09/2000,2,0,51,8.2,,28,50,47,
541,1,27/09/2000,1,,103,,9.5,21,157,88,0.8
542,1,27/09/2000,2,0,103,7.4,,21,157,88,
543,1,28/09/2000,1,,144,,10.9,22,296,35,1.366.667
544,1,28/09/2000,2,0,144,12,,22,296,35,
545,1,29/09/2000,1,,140,,10.4,35,281,90,2.466.667
546,1,29/09/2000,2,0,140,11.5,,35,281,90,
547,1,30/09/2000,1,,128,,5,26,295,140,1.433.333
548,1,30/09/2000,2,0,128,13.5,,26,295,140,
549,1,1/10/2000,1,,116,,2.9,14,343,147,2.133.333
550,1,1/10/2000,2,0.1,116,18,,14,343,147,
551,1,2/10/2000,1,,101,,0.7,10,310,134,1.466.667
552,1,2/10/2000,2,2.4,101,16.8,,10,310,134,
553,1,3/10/2000,1,,78,,0,12,219,165,3.7
554,1,3/10/2000,2,0,78,14.5,,12,219,165,
555,1,4/10/2000,1,,89,,0,7,266,164,0.533333
556,1,4/10/2000,2,36.2,89,15.8,,7,266,164,
557,1,5/10/2000,1,,81,,8.5,8,213,48,2.9
558,1,5/10/2000,2,10.4,81,14.5,,8,213,48,
559,1,6/10/2000,1,,74,,11.2,32,166,30,2.733.333
560,1,6/10/2000,2,0.1,74,12,,32,166,30,
561,1,7/10/2000,1,,95,,11,33,173,57,0.8
562,1,7/10/2000,2,0,95,10.8,,33,173,57,
563,1,8/10/2000,1,,107,,11.1,26,212,31,2.1
564,1,8/10/2000,2,0,107,10.9,,26,212,31,
565,1,9/10/2000,1,,109,,1.7,44,292,131,1.433.333
566,1,9/10/2000,2,0.1,109,14,,44,292,131,
567,1,10/10/2000,1,,68,,0,11,185,98,2.166.667
568,1,10/10/2000,2,19.8,68,15,,11,185,98,
569,1,11/10/2000,1,,117,,1.7,16,260,136,1.833.333
570,1,11/10/2000,2,0,117,13,,16,260,136,
571,1,12/10/2000,1,,113,,1,12,374,158,0.633333
572,1,12/10/2000,2,21.6,113,18,,12,374,158,
573,1,13/10/2000,1,,89,,0,9,292,162,1.933.333
574,1,13/10/2000,2,0,89,17,,9,292,162,
575,1,14/10/2000,1,,78,,0,6,230,161,3.066.667
576,1,14/10/2000,2,0,78,15.8,,6,230,161,
577,1,15/10/2000,1,,68,,0.5,12,227,100,5.133.333
578,1,15/10/2000,2,3.3,68,15.3,,12,227,100,
579,1,16/10/2000,1,,150,,6.8,23,440,98,1.6
580,1,16/10/2000,2,0,150,16.4,,23,440,98,
581,1,17/10/2000,1,,159,,4.9,16,535,112,1.1
582,1,17/10/2000,2,2,159,20.7,,16,535,112,
583,1,18/10/2000,1,,136,,7.2,19,392,132,1.866.667
584,1,18/10/2000,2,26.4,136,19.6,,19,392,132,
585,1,19/10/2000,1,,140,,6,17,384,146,2.2
586,1,19/10/2000,2,0,140,18,,17,384,146,
587,1,20/10/2000,1,,117,,3.3,15,350,135,1.9
588,1,20/10/2000,2,11.1,117,18.8,,15,350,135,
589,1,21/10/2000,1,,138,,9.7,14,342,104,3.166.667
590,1,21/10/2000,2,0,138,16.1,,14,342,104,
591,1,22/10/2000,1,,187,,7.5,24,513,63,1.133.333
592,1,22/10/2000,2,0,187,17,,24,513,63,
593,1,23/10/2000,1,,111,,0,29,395,140,2.433.333
594,1,23/10/2000,2,0,111,20,,29,395,140,
595,1,24/10/2000,1,,87,,0,10,347,154,1.9
596,1,24/10/2000,2,3.5,87,19.5,,10,347,154,
597,1,25/10/2000,1,,132,,5.6,12,412,127,3.266.667
598,1,25/10/2000,2,0,132,19.4,,12,412,127,
599,1,26/10/2000,1,,132,,0,20,488,116,1.4
600,1,26/10/2000,2,0,132,20,,20,488,116,
601,1,27/10/2000,1,,147,,9,14,465,96,3.966.667
602,1,27/10/2000,2,2.1,147,20.8,,14,465,96,
603,1,28/10/2000,1,,95,,10,37,240,47,3.466.667
604,1,28/10/2000,2,2,95,15.4,,37,240,47,
605,1,29/10/2000,1,,76,,8.8,29,138,56,1.966.667
606,1,29/10/2000,2,0.5,76,12.5,,29,138,56,
607,1,30/10/2000,1,,144,,11,21,286,22,1.466.667
608,1,30/10/2000,2,0,144,9.8,,21,286,22,
609,1,31/10/2000,1,,165,,9.7,34,397,75,0.966667
610,1,31/10/2000,2,0,165,14.8,,34,397,75,
611,1,1/11/2000,1,,203,,9.8,33,547,58,1.366.667
612,1,1/11/2000,2,0,203,18.4,,33,547,58,
613,1,2/11/2000,1,,132,,0,41,362,100,1.6
614,1,2/11/2000,2,0.5,132,17.8,,41,362,100,
615,1,3/11/2000,1,,111,,11.4,20,240,28,1.4
616,1,3/11/2000,2,7.4,111,12,,20,240,28,
617,1,4/11/2000,1,,97,,10,30,226,52,2.233.333
618,1,4/11/2000,2,0,97,11.6,,30,226,52,
619,1,5/11/2000,1,,117,,11.7,29,274,45,2.566.667
620,1,5/11/2000,2,0,117,11.6,,29,274,45,
621,1,6/11/2000,1,,134,,6.5,35,354,100,2.733.333
622,1,6/11/2000,2,0,134,16.8,,35,354,100,
623,1,7/11/2000,1,,159,,10.7,26,467,87,2.033.333
624,1,7/11/2000,2,0,159,18.4,,26,467,87,
625,1,8/11/2000,1,,161,,5.6,26,479,99,1.3
626,1,8/11/2000,2,28.6,161,18.8,,26,479,99,
627,1,9/11/2000,1,,141,,5.5,25,461,117,2.4
628,1,9/11/2000,2,0,141,20,,25,461,117,
629,1,10/11/2000,1,,140,,0.6,15,387,110,2.033.333
630,1,10/11/2000,2,1.2,140,18.2,,15,387,110,
631,1,11/11/2000,1,,123,,5.3,22,411,119,2.5
632,1,11/11/2000,2,0,123,18.2,,22,411,119,
633,1,12/11/2000,1,,107,,0,22,401,157,0.533333
634,1,12/11/2000,2,2.2,107,20.4,,22,401,157,
635,1,13/11/2000,1,,123,,4,6,367,100,2.733.333
636,1,13/11/2000,2,19.4,123,18.6,,6,367,100,
637,1,14/11/2000,1,,85,,5.7,19,235,46,2.633.333
638,1,14/11/2000,2,0,85,15.6,,19,235,46,
639,1,15/11/2000,1,,78,,9.4,34,164,35,2.133.333
640,1,15/11/2000,2,0,78,12,,34,164,35,
641,1,16/11/2000,1,,115,,11.2,30,215,48,0.633333
642,1,16/11/2000,2,0,115,10.6,,30,215,48,
643,1,17/11/2000,1,,128,,11.1,32,336,81,2.366.667
644,1,17/11/2000,2,0,128,13,,32,336,81,
645,1,18/11/2000,1,,171,,11,31,501,64,1.266.667
646,1,18/11/2000,2,0,171,17,,31,501,64,
647,1,19/11/2000,1,,182,,11.8,32,526,6,2.533.333
648,1,19/11/2000,2,0,182,18,,32,526,6,
649,1,20/11/2000,1,,109,,0.3,56,350,63,3.033.333
650,1,20/11/2000,2,0,109,18.4,,56,350,63,
651,1,21/11/2000,1,,142,,5,27,395,110,1.966.667
652,1,21/11/2000,2,0,142,18,,27,395,110,
653,1,22/11/2000,1,,199,,11.6,20,558,36,1.266.667
654,1,22/11/2000,2,0,199,17,,20,558,36,
655,1,23/11/2000,1,,222,,11.9,43,644,12,1.166.667
656,1,23/11/2000,2,0,222,18.5,,43,644,12,
657,1,24/11/2000,1,,142,,0,43,384,152,2.533.333
658,1,24/11/2000,2,19.2,142,19,,43,384,152,
659,1,25/11/2000,1,,110,,7.6,11,318,53,3.166.667
660,1,25/11/2000,2,1.2,110,17.4,,11,318,53,
661,1,26/11/2000,1,,177,,11.8,32,424,43,1.133.333
662,1,26/11/2000,2,0,177,13.5,,32,424,43,
663,1,27/11/2000,1,,205,,9.4,35,537,70,0.7
664,1,27/11/2000,2,0,205,19.5,,35,537,70,
665,1,28/11/2000,1,,195,,6.7,38,534,99,1.2
666,1,28/11/2000,2,14,195,19.8,,38,534,99,
667,1,29/11/2000,1,,95,,0,24,315,163,1.8
668,1,29/11/2000,2,38.7,95,17.8,,24,315,163,
669,1,30/11/2000,1,,105,,9.3,23,292,47,2.733.333
670,1,30/11/2000,2,8.8,105,16.6,,23,292,47,
671,1,1/12/2000,1,,113,,11.2,20,296,57,2.966.667
672,1,1/12/2000,2,0,113,13,,20,296,57,
673,1,2/12/2000,1,,161,,9.9,36,420,73,1.9
674,1,2/12/2000,2,0,161,15.6,,36,420,73,
675,1,3/12/2000,1,,152,,9.4,25,450,97,1.833.333
676,1,3/12/2000,2,0,152,18.2,,25,450,97,
677,1,4/12/2000,1,,111,,3.8,23,299,130,1.266.667
678,1,4/12/2000,2,9.9,111,15.4,,23,299,130,
679,1,5/12/2000,1,,121,,1.9,11,350,116,0.866667
680,1,5/12/2000,2,2.4,121,17.7,,11,350,116,
681,1,6/12/2000,1,,152,,9,15,415,46,1.7
682,1,6/12/2000,2,1.3,152,16.4,,15,415,46,
683,1,7/12/2000,1,,199,,10.2,33,577,20,1.533.333
684,1,7/12/2000,2,0,199,17.6,,33,577,20,
685,1,8/12/2000,1,,214,,,51,658,21,1.133.333
686,1,8/12/2000,2,0,214,19.9,,51,658,21,
687,1,9/12/2000,1,,214,,9,45,660,86,1.033.333
688,1,9/12/2000,2,0,214,23.7,,45,660,86,
689,1,10/12/2000,1,,157,,11.3,38,484,61,2.533.333
690,1,10/12/2000,2,7.7,157,20.6,,38,484,61,
691,1,11/12/2000,1,,201,,8.5,37,528,76,0.966667
692,1,11/12/2000,2,0,201,17.8,,37,528,76,
693,1,12/12/2000,1,,205,,11.2,32,620,60,1.766.667
694,1,12/12/2000,2,1.1,205,21,,32,620,60,
695,1,13/12/2000,1,,209,,7.5,40,657,55,1.233.333
696,1,13/12/2000,2,0,209,22.8,,40,657,55,
697,1,14/12/2000,1,,162,,1,32,562,157,1
698,1,14/12/2000,2,4.2,162,23,,32,562,157,
699,1,15/12/2000,1,,149,,4.8,7,537,116,2.366.667
700,1,15/12/2000,2,17.4,149,23,,7,537,116,
701,1,16/12/2000,1,,105,,5.4,19,281,65,3.7
702,1,16/12/2000,2,10.4,105,15,,19,281,65,
703,1,17/12/2000,1,,120,,11.7,32,311,29,1.9
704,1,17/12/2000,2,1.4,120,13.8,,32,311,29,
705,1,18/12/2000,1,,157,,11.9,36,414,20,1.433.333
706,1,18/12/2000,2,0,157,13.8,,36,414,20,
707,1,19/12/2000,1,,149,,11.8,40,458,81,1.566.667
708,1,19/12/2000,2,0,234,17.5,,40,458,81,
709,1,20/12/2000,1,,176,,11.5,27,480,53,1.933.333
710,1,20/12/2000,2,0,176,18.1,,27,480,53,
711,1,21/12/2000,1,,158,,3.6,45,491,103,1.766.667
712,1,21/12/2000,2,0,158,20,,45,491,103,
713,1,22/12/2000,1,,150,,5.5,27,492,91,3.233.333
714,1,22/12/2000,2,2.1,150,20.6,,27,492,91,
715,1,23/12/2000,1,,169,,3,23,499,100,1.366.667
716,1,23/12/2000,2,0,169,19,,23,499,100,
717,1,24/12/2000,1,,167,,7,23,544,116,1.066.667
718,1,24/12/2000,2,6.4,167,21,,23,544,116,
719,1,25/12/2000,1,,195,,8.5,23,646,99,1.633.333
720,1,25/12/2000,2,0,195,21.8,,23,646,99,
721,1,26/12/2000,1,,221,,12,26,676,58,1.8
722,1,26/12/2000,2,0.6,221,24.3,,26,676,58,
723,1,27/12/2000,1,,211,,4.6,53,593,124,3.6
724,1,27/12/2000,2,0,211,20.6,,53,593,124,
725,1,28/12/2000,1,,138,,0.6,21,502,104,1.433.333
726,1,28/12/2000,2,4.4,138,20,,21,502,104,
727,1,29/12/2000,1,,182,,5.5,18,580,124,1.133.333
728,1,29/12/2000,2,0,182,22,,18,580,124,
729,1,30/12/2000,1,,157,,5.9,25,492,78,1.933.333
730,1,30/12/2000,2,2.7,157,21.6,,25,492,78,
731,1,31/12/2000,1,,160,,9.5,27,461,64,1.466.667
732,1,31/12/2000,2,0,160,18,,27,461,64,
733,1,20/08/2001,1,,160,,,27,461,64,1.036
734,1,21/08/2001,1,,152,,,27,461,64,1.554
735,1,22/08/2001,1,,132,,,27,461,64,1.554
736,1,23/08/2001,1,,144,,,27,461,64,2.072
737,1,24/08/2001,1,,158,,,27,461,64,1.036
738,1,26/08/2001,1,,62,,,27,461,64,1.554
739,1,28/08/2001,1,,99,,,27,461,64,3.108
740,1,30/08/2001,1,,111,,,27,461,64,5.18
741,1,31/08/2001,1,,70,,,27,461,64,3.108
742,1,1/9/2001,1,,121,,,27,461,64,1.036
743,1,1/9/2001,2,0,121,,,27,461,64,
744,1,2/9/2001,1,,102,,,27,461,64,3.108
745,1,2/9/2001,2,0,102,,,27,461,64,
746,1,3/9/2001,2,0,102,,,27,461,64,
747,1,4/9/2001,2,0,102,,,27,461,64,
748,1,5/9/2001,2,0,102,,,27,461,64,
749,1,6/9/2001,2,0,102,,,27,461,64,
750,1,7/9/2001,2,0,102,,,27,461,64,
751,1,8/9/2001,2,0,102,,,27,461,64,
752,1,9/9/2001,2,0,102,,,27,461,64,
753,1,10/9/2001,2,0,102,,,27,461,64,
754,1,11/9/2001,2,0,102,,,27,461,64,
755,1,12/9/2001,2,0,102,,,27,461,64,
756,1,13/09/2001,2,0,102,,,27,461,64,
757,1,14/09/2001,2,0,102,,,27,461,64,
758,1,15/09/2001,1,,59,,,27,461,64,5.18
759,1,15/09/2001,2,0,59,,,27,461,64,
760,1,16/09/2001,1,,41,,,27,26,64,3.108
761,1,16/09/2001,2,1,41,7.2,,27,26,64,
762,1,17/09/2001,1,,59,,,27,75,64,1.554
763,1,17/09/2001,2,0,59,9,,27,75,64,
764,1,18/09/2001,1,,107,,,27,75,64,1.554
765,1,18/09/2001,2,0,107,,,27,75,64,
766,1,19/09/2001,1,,107,,,27,75,64,0
767,1,19/09/2001,2,0,107,10.6,,27,75,64,
768,1,20/09/2001,1,,107,,,27,75,64,0
769,1,20/09/2001,2,0,107,,,27,75,64,
770,1,21/09/2001,1,,107,,,27,75,64,0.518
771,1,21/09/2001,2,0,107,15,,27,75,64,
772,1,22/09/2001,1,,107,,,27,75,64,2.331
773,1,22/09/2001,2,0,107,18.2,,27,75,64,
774,1,23/09/2001,1,,107,,,27,75,64,2.331
775,1,23/09/2001,2,0,107,18.6,,27,75,64,
776,1,24/09/2001,1,,107,,,27,75,64,0.259
777,1,24/09/2001,2,0,107,18,,27,75,64,
778,1,25/09/2001,1,,107,,,27,75,64,3.626
779,1,25/09/2001,2,0,107,18.8,,27,75,64,
780,1,26/09/2001,1,,107,,,27,75,64,2.072
781,1,26/09/2001,2,8,107,15,,27,75,64,
782,1,27/09/2001,2,0,107,,,27,75,64,
783,1,28/09/2001,1,,107,,,27,75,64,6.216
784,1,28/09/2001,2,15,107,15.2,,27,75,64,
785,1,29/09/2001,1,,107,,,27,75,64,3.108
786,1,29/09/2001,2,0,107,,,27,75,64,
787,1,30/09/2001,1,,144,,,27,363,64,1.899.333
788,1,30/09/2001,2,28,144,17,,27,363,64,
789,1,1/10/2001,1,,144,,,27,363,64,1.295
790,1,1/10/2001,2,71,144,16,,27,363,64,
791,1,2/10/2001,1,,144,,,27,363,64,2.331
792,1,2/10/2001,2,24,144,17.4,,27,363,64,
793,1,3/10/2001,1,,99,,,27,291,101,3.798.667
794,1,3/10/2001,2,1,99,16,,27,291,101,
795,1,4/10/2001,1,,108,,,27,296,146,2.244.667
796,1,4/10/2001,2,0,108,17.3,,27,296,146,
797,1,5/10/2001,1,,98,,,27,271,138,1.726.667
798,1,5/10/2001,2,7,98,16.2,,27,271,138,
799,1,6/10/2001,1,,98,,,27,271,138,0.777
800,1,6/10/2001,2,0.1,98,16,,27,271,138,
801,1,7/10/2001,1,,112,,,27,362,110,4.662
802,1,7/10/2001,2,0,112,18,,27,362,110,
803,1,8/10/2001,1,,123,,,27,362,110,3.367
804,1,8/10/2001,2,0,123,,,27,362,110,
805,1,9/10/2001,1,,64,,,27,326,67,1.813
806,1,9/10/2001,2,3,64,17.4,,27,326,67,
807,1,10/10/2001,1,,135,,,27,362,76,1.726.667
808,1,10/10/2001,2,0,135,15.4,,27,362,76,
809,1,11/10/2001,1,,144,,,27,383,102,1.554
810,1,11/10/2001,2,0,144,15.1,,27,383,102,
811,1,12/10/2001,1,,125,,,27,348,123,2.935.333
812,1,12/10/2001,2,0,125,15,,27,348,123,
813,1,13/10/2001,1,,109,,,27,385,131,2.59
814,1,13/10/2001,2,0,109,18.5,,27,385,131,
815,1,14/10/2001,1,,150,,,27,447,123,2.935.333
816,1,14/10/2001,2,0,150,19.8,,27,447,123,
817,1,15/10/2001,1,,132,,,27,420,121,4.834.667
818,1,15/10/2001,2,0,132,19.8,,27,420,121,
819,1,16/10/2001,1,,95,,,27,341,156,2.417.333
820,1,16/10/2001,2,16,95,19,,27,341,156,
821,1,17/10/2001,1,,127,,,27,373,147,2.072
822,1,17/10/2001,2,0.1,127,18.4,,27,373,147,
823,1,18/10/2001,1,,142,,,27,405,119,2.59
824,1,18/10/2001,2,2,142,17.9,,27,405,119,
825,1,19/10/2001,1,,161,,,27,498,112,0.345333
826,1,19/10/2001,2,0,161,18.6,,27,498,112,
827,1,20/10/2001,1,,161,,,27,498,112,3.885
828,1,20/10/2001,2,0,161,19.4,,27,498,112,
829,1,21/10/2001,1,,134,,,27,401,120,1.554
830,1,21/10/2001,2,0,134,18.8,,27,401,120,
831,1,22/10/2001,1,,99,,,27,248,26,5.18
832,1,22/10/2001,2,5,99,13.5,,27,248,26,
833,1,23/10/2001,1,,114,,,27,237,42,1.726.667
834,1,23/10/2001,2,0,114,12,,27,237,42,
835,1,24/10/2001,1,,150,,,27,351,27,1.726.667
836,1,24/10/2001,2,0,150,13,,27,351,27,
837,1,25/10/2001,1,,197,,,27,480,65,1.726.667
838,1,25/10/2001,2,0,197,16.6,,27,480,65,
839,1,26/10/2001,1,,195,,,27,536,57,2.762.667
840,1,26/10/2001,2,0,195,17.8,,27,536,57,
841,1,27/10/2001,1,,215,,,27,620,48,0.863333
842,1,27/10/2001,2,0,215,20,,27,620,48,
843,1,28/10/2001,1,,221,,,27,618,66,1.381.333
844,1,28/10/2001,2,0,221,21,,27,618,66,
845,1,29/10/2001,1,,178,,,27,549,129,2.244.667
846,1,29/10/2001,2,0,178,21.4,,27,549,129,
847,1,30/10/2001,1,,156,,,27,503,118,2.762.667
848,1,30/10/2001,2,0.4,156,21,,27,503,118,
849,1,31/10/2001,1,,156,,,27,503,118,3.367
850,1,31/10/2001,2,0,156,18,,27,503,118,
851,1,1/11/2001,1,,125,,,27,327,67,1.899.333
852,1,1/11/2001,2,0,125,14.2,,27,327,67,
853,1,2/11/2001,1,,113,,,27,256,94,2.935.333
854,1,2/11/2001,2,0.8,113,13,,27,256,94,
855,1,3/11/2001,1,,113,,,27,256,94,2.849
856,1,3/11/2001,2,2,113,15.5,,27,256,94,
857,1,4/11/2001,1,,128,,,27,341,95,2.59
858,1,4/11/2001,2,0,128,15.8,,27,341,95,
859,1,5/11/2001,1,,186,,,27,491,71,1.036
860,1,5/11/2001,2,0,186,15.8,,27,491,71,
861,1,6/11/2001,1,,215,,,27,637,26,1.381.333
862,1,6/11/2001,2,0,215,19.4,,27,637,26,
863,1,7/11/2001,1,,149,,,27,465,153,1.726.667
864,1,7/11/2001,2,0,149,20.8,,27,465,153,
865,1,8/11/2001,1,,123,,,27,379,129,2.244.667
866,1,8/11/2001,2,14,123,18.8,,27,379,129,
867,1,9/11/2001,1,,132,,,27,384,100,3.971.333
868,1,9/11/2001,2,0,132,18,,27,384,100,
869,1,10/11/2001,1,,92,,,27,370,174,1.899.333
870,1,10/11/2001,2,0,92,19.3,,27,370,174,
871,1,11/11/2001,1,,141,,,27,438,91,2.244.667
872,1,11/11/2001,2,0,141,20.2,,27,438,91,
873,1,12/11/2001,1,,169,,,27,442,53,1.036
874,1,12/11/2001,2,0,169,15.3,,27,442,53,
875,1,13/11/2001,1,,174,,,27,473,56,1.899.333
876,1,13/11/2001,2,0,174,15,,27,473,56,
877,1,14/11/2001,1,,152,,,27,521,85,1.381.333
878,1,14/11/2001,2,1,152,20,,27,521,85,
879,1,15/11/2001,1,,125,,,27,418,89,2.244.667
880,1,15/11/2001,2,0,125,20.5,,27,418,89,
881,1,16/11/2001,1,,140,,,27,338,71,2.762.667
882,1,16/11/2001,2,0,140,14,,27,338,71,
883,1,17/11/2001,1,,121,,,27,292,55,2.244.667
884,1,17/11/2001,2,0,121,14.8,,27,292,55,
885,1,18/11/2001,1,,171,,,27,426,56,1.036
886,1,18/11/2001,2,0,171,13.6,,27,426,56,
887,1,19/11/2001,1,,177,,,27,492,48,1.899.333
888,1,19/11/2001,2,0,177,16,,27,492,48,
889,1,20/11/2001,1,,205,,,27,530,75,1.554
890,1,20/11/2001,2,0,205,17,,27,530,75,
891,1,21/11/2001,1,,209,,,27,568,100,2.244.667
892,1,21/11/2001,2,0,209,20.3,,27,568,100,
893,1,22/11/2001,1,,171,,,27,543,105,1.726.667
894,1,22/11/2001,2,15,171,20.2,,27,543,105,
895,1,23/11/2001,1,,185,,,27,553,117,1.726.667
896,1,23/11/2001,2,0,185,20.8,,27,553,117,
897,1,24/11/2001,1,,190,,,27,509,112,2.072
898,1,24/11/2001,2,0.4,190,22,,27,509,112,
899,1,25/11/2001,1,,80,,,27,285,145,2.762.667
900,1,25/11/2001,2,1,80,18,,27,285,145,
901,1,26/11/2001,1,,136,,,27,407,164,2.072
902,1,26/11/2001,2,13,136,17.2,,27,407,164,
903,1,27/11/2001,1,,115,,,27,419,83,4.144
904,1,27/11/2001,2,73,115,21,,27,419,83,
905,1,28/11/2001,1,,128,,,27,356,81,1.726.667
906,1,28/11/2001,2,0.4,128,16.8,,27,356,81,
907,1,29/11/2001,1,,125,,,27,363,77,3.453.333
908,1,29/11/2001,2,0,125,15.3,,27,363,77,
909,1,30/11/2001,1,,189,,,27,414,159,2.072
910,1,30/11/2001,2,15,189,17,,27,414,159,
911,1,1/12/2001,1,,115,,,27,316,112,1.726.667
912,1,1/12/2001,2,0,115,15,,27,316,112,
913,1,2/12/2001,1,,150,,,27,393,89,2.072
914,1,2/12/2001,2,0,150,16,,27,393,89,
915,1,3/12/2001,1,,153,,,27,432,106,2.762.667
916,1,3/12/2001,2,0,153,17,,27,432,106,
917,1,4/12/2001,1,,142,,,27,441,151,1.554
918,1,4/12/2001,2,0,142,21,,27,441,151,
919,1,5/12/2001,1,,105,,,27,360,172,1.554
920,1,5/12/2001,2,30,105,18,,27,360,172,
921,1,6/12/2001,1,,142,,,27,469,96,3.626
922,1,6/12/2001,2,4,142,19.1,,27,469,96,
923,1,7/12/2001,1,,160,,,27,486,114,1.036
924,1,7/12/2001,2,0.6,160,20,,27,486,114,
925,1,8/12/2001,1,,163,,,27,443,85,1.813
926,1,8/12/2001,2,0,163,18.8,,27,443,85,
