,Estacao,Data,Hora,Precipitacao,TempMaxima,TempMinima,Insolacao,Evaporacao.Piche,Temp.Comp.Media,Umidade.Relativa.Media,Velocidade.do.Vento.Media
2562,1,9/3/2004,2,13.2,182,21.8,,20,589,115,
2563,1,10/3/2004,1,,169,,8.1,20,544,94,2.133.333
2564,1,10/3/2004,2,0,169,22,,20,544,94,
2565,1,11/3/2004,1,,129,,3.5,23,416,77,0.933333
2566,1,11/3/2004,2,0,129,17.8,,23,416,77,
2567,1,12/3/2004,1,,112,,0.5,26,385,119,2.166.667
2568,1,12/3/2004,2,0,112,18.2,,26,385,119,
2569,1,13/03/2004,1,,124,,0.3,18,434,133,2
2570,1,13/03/2004,2,0.9,124,20.3,,18,434,133,
2571,1,14/03/2004,1,,180,,7.3,14,545,103,2.066.667
2572,1,14/03/2004,2,0.8,180,20,,14,545,103,
2573,1,15/03/2004,1,,152,,4,22,511,125,0.8
2574,1,15/03/2004,2,0,152,22,,22,511,125,
2575,1,16/03/2004,1,,156,,8.9,12,482,90,2.466.667
2576,1,16/03/2004,2,5.4,156,20.5,,12,482,90,
2577,1,17/03/2004,1,,143,,6.3,24,447,112,2.2
2578,1,17/03/2004,2,0,143,19.1,,24,447,112,
2579,1,18/03/2004,1,,147,,5.9,19,449,91,0.7
2580,1,18/03/2004,2,0.3,147,19,,19,449,91,
2581,1,19/03/2004,1,,119,,2.1,23,390,122,2.6
2582,1,19/03/2004,2,0,119,18.2,,23,390,122,
2583,1,20/03/2004,1,,117,,2.6,15,361,134,1
2584,1,20/03/2004,2,2.1,117,16.9,,15,361,134,
2585,1,21/03/2004,1,,140,,8.6,12,354,98,0.666667
2586,1,21/03/2004,2,0.8,140,15.6,,12,354,98,
2587,1,22/03/2004,1,,144,,8.4,21,371,84,1.566.667
2588,1,22/03/2004,2,0.3,144,15.8,,21,371,84,
2589,1,23/03/2004,1,,150,,8.9,23,389,85,1.5
2590,1,23/03/2004,2,0,150,16.4,,23,389,85,
2591,1,24/03/2004,1,,168,,10.3,24,429,65,1.2
2592,1,24/03/2004,2,0,168,17,,24,429,65,
2593,1,25/03/2004,1,,165,,10,31,405,71,1.6
2594,1,25/03/2004,2,0,165,16.6,,31,405,71,
2595,1,26/03/2004,1,,164,,9.5,26,431,90,1.4
2596,1,26/03/2004,2,0,164,16.6,,26,431,90,
2597,1,27/03/2004,1,,156,,7.8,21,476,126,2.3
2598,1,27/03/2004,2,0.1,156,19,,21,476,126,
2599,1,28/03/2004,1,,143,,2.2,19,482,130,3.133.333
2600,1,28/03/2004,2,2.9,143,20.6,,19,482,130,
2601,1,29/03/2004,1,,199,,6.6,23,570,89,0.633333
2602,1,29/03/2004,2,0.3,199,22,,23,570,89,
2603,1,30/03/2004,1,,179,,10,28,510,105,3
2604,1,30/03/2004,2,0,179,20.8,,28,510,105,
2605,1,31/03/2004,1,,171,,8.9,24,492,105,2.466.667
2606,1,31/03/2004,2,0,171,18.8,,24,492,105,
2607,1,1/4/2004,1,,201,,8.9,28,543,96,1.333.333
2608,1,1/4/2004,2,0,201,19.7,,28,543,96,
2609,1,2/4/2004,1,,165,,3.1,24,517,128,0.7
2610,1,2/4/2004,2,0,165,20,,24,517,128,
2611,1,3/4/2004,1,,178,,4.1,17,535,117,1.6
2612,1,3/4/2004,2,2.4,178,21.6,,17,535,117,
2613,1,4/4/2004,1,,167,,7.6,18,529,117,2.3
2614,1,4/4/2004,2,0,167,20.9,,18,529,117,
2615,1,5/4/2004,1,,169,,9,20,546,112,3.4
2616,1,5/4/2004,2,0,169,22.4,,20,546,112,
2617,1,6/4/2004,1,,197,,9.8,29,602,87,0.666667
2618,1,6/4/2004,2,0,197,21.6,,29,602,87,
2619,1,7/4/2004,1,,209,,9.1,22,601,88,1.366.667
2620,1,7/4/2004,2,0,209,21,,22,601,88,
2621,1,8/4/2004,1,,164,,3.5,26,541,95,0.766667
2622,1,8/4/2004,2,0,164,21.8,,26,541,95,
2623,1,9/4/2004,1,,161,,5.8,19,483,115,3.133.333
2624,1,9/4/2004,2,0.6,161,21,,19,483,115,
2625,1,10/4/2004,1,,116,,3.2,18,387,114,3.033.333
2626,1,10/4/2004,2,11.9,116,19.3,,18,387,114,
2627,1,11/4/2004,1,,150,,3.5,20,471,123,0.333333
2628,1,11/4/2004,2,0,150,19.5,,20,471,123,
2629,1,12/4/2004,1,,não coletou,,9.3,13,601,48,0.966667
2630,1,12/4/2004,2,0,201,19.6,,13,601,48,
2631,1,13/04/2004,1,,208,,9.4,33,587,76,1.7
2632,1,13/04/2004,2,0,208,20.3,,33,587,76,
2633,1,14/04/2004,1,,215,,9.4,30,643,38,0.4
2634,1,14/04/2004,2,0,215,21,,30,643,38,
2635,1,15/04/2004,1,,200,,8.2,35,581,98,2.433.333
2636,1,15/04/2004,2,0,200,20.8,,35,581,98,
2637,1,16/04/2004,1,,197,,7.7,23,584,101,0.533333
2638,1,16/04/2004,2,0,197,21.7,,23,584,101,
2639,1,17/04/2004,1,,134,,1,25,446,147,0.333333
2640,1,17/04/2004,2,0,134,20.8,,25,446,147,
2641,1,18/04/2004,1,,104,,0,13,392,156,1.866.667
2642,1,18/04/2004,2,4.2,104,19.8,,13,392,156,
2643,1,19/04/2004,1,,136,,4.4,11,402,73,2.3
2644,1,19/04/2004,2,12,136,20,,11,402,73,
2645,1,20/04/2004,1,,110,,9.1,33,182,57,1.033.333
2646,1,20/04/2004,2,0.4,110,10.6,,33,182,57,
2647,1,21/04/2004,1,,159,,8.5,26,392,88,1.666.667
2648,1,21/04/2004,2,0,159,13.2,,26,392,88,
2649,1,22/04/2004,1,,177,,3.4,27,451,126,2.4
2650,1,22/04/2004,2,1.5,177,20.4,,27,451,126,
2651,1,23/04/2004,1,,140,,4.6,16,406,134,1.4
2652,1,23/04/2004,2,30,140,19,,16,406,134,
2653,1,24/04/2004,1,,85,,3.8,16,220,55,2.566.667
2654,1,24/04/2004,2,0,85,16,,16,220,55,
2655,1,25/04/2004,1,,79,,8.7,24,134,78,1.033.333
2656,1,25/04/2004,2,0,79,12,,24,134,78,
2657,1,26/04/2004,1,,95,,8.4,18,126,102,0.433333
2658,1,26/04/2004,2,0,95,8.8,,18,126,102,
2659,1,27/04/2004,1,,113,,7.3,16,200,116,1.133.333
2660,1,27/04/2004,2,0,113,10.4,,16,200,116,
2661,1,28/04/2004,1,,153,,8.4,16,306,111,0
2662,1,28/04/2004,2,0,153,12.6,,16,306,111,
2663,1,29/04/2004,1,,173,,8.7,19,443,35,1.333.333
2664,1,29/04/2004,2,0,173,13.7,,19,443,35,
2665,1,30/04/2004,1,,113,,0,37,248,165,0.933333
2666,1,30/04/2004,2,1.9,113,15.8,,37,248,165,
2667,1,1/5/2004,1,,101,,2.4,7,271,107,1.2
2668,1,1/5/2004,2,4.3,101,14.8,,7,271,107,
2669,1,2/5/2004,1,,137,,8.1,14,335,129,0.233333
2670,1,2/5/2004,2,0,137,15.4,,14,335,129,
2671,1,3/5/2004,1,,115,,1.2,17,344,153,2.5
2672,1,3/5/2004,2,0,115,18.1,,17,344,153,
2673,1,4/5/2004,1,,71,,0,9,213,181,4.133.333
2674,1,4/5/2004,2,36.6,71,16,,9,213,181,
2675,1,5/5/2004,1,,83,,1.5,6,256,143,0.433333
2676,1,5/5/2004,2,26.6,83,15.4,,6,256,143,
2677,1,6/5/2004,1,,101,,2.1,51,328,147,2.533.333
2678,1,6/5/2004,2,0.6,101,17.8,,51,328,147,
2679,1,7/5/2004,1,,72,,0,50,269,183,0.633333
2680,1,7/5/2004,2,1.2,72,17.5,,50,269,183,
2681,1,8/5/2004,1,,104,,4.8,42,261,155,0.466667
2682,1,8/5/2004,2,61.6,104,16,,42,261,155,
2683,1,9/5/2004,1,,113,,7,6,253,142,0.266667
2684,1,9/5/2004,2,1.1,113,14.7,,6,253,142,
2685,1,10/5/2004,1,,134,,8.3,11,262,109,0.433333
2686,1,10/5/2004,2,0,134,13,,11,262,109,
2687,1,11/5/2004,1,,120,,8.3,16,225,126,1.7
2688,1,11/5/2004,2,0,120,12.1,,16,225,126,
2689,1,12/5/2004,1,,106,,1.9,16,284,138,0.833333
2690,1,12/5/2004,2,5.9,106,16.4,,16,284,138,
2691,1,13/05/2004,1,,85,,0.8,10,281,164,0.966667
2692,1,13/05/2004,2,0.1,85,16.9,,10,281,164,
2693,1,14/05/2004,1,,78,,2.9,5,187,158,3.266.667
2694,1,14/05/2004,2,10,78,14.8,,5,187,158,
2695,1,15/05/2004,1,,43,,1.2,13,110,160,3.8
2696,1,15/05/2004,2,2.2,43,13,,13,110,160,
2697,1,16/05/2004,1,,51,,3.4,7,72,141,1.633.333
2698,1,16/05/2004,2,3.5,51,11.1,,7,72,141,
2699,1,17/05/2004,1,,60,,8.4,8,80,110,0.766667
2700,1,17/05/2004,2,0,60,9,,8,80,110,
2701,1,18/05/2004,1,,49,,7.3,16,61,106,1.233.333
2702,1,18/05/2004,2,0,49,11,,16,61,106,
2703,1,19/05/2004,1,,53,,8.1,13,33,117,0.7
2704,1,19/05/2004,2,0,53,7.6,,13,33,117,
2705,1,20/05/2004,1,,50,,7.3,11,39,138,0.333333
2706,1,20/05/2004,2,0,50,7.6,,11,39,138,
2707,1,21/05/2004,1,,89,,8.2,10,151,124,2.266.667
2708,1,21/05/2004,2,0,89,10.5,,10,151,124,
2709,1,22/05/2004,1,,85,,5.3,17,226,137,2.8
2710,1,22/05/2004,2,0,85,15,,17,226,137,
2711,1,23/05/2004,1,,91,,2.1,11,270,165,0.7
2712,1,23/05/2004,2,1.6,91,16.5,,11,270,165,
2713,1,24/05/2004,1,,80,,0,5,274,180,0.166667
2714,1,24/05/2004,2,6.9,80,16.7,,5,274,180,
2715,1,25/05/2004,1,,60,,0,4,171,169,3.733.333
2716,1,25/05/2004,2,0.5,60,14.1,,4,171,169,
2717,1,26/05/2004,1,,64,,5.1,12,149,78,8.466.667
2718,1,26/05/2004,2,24,64,13.2,,12,149,78,
2719,1,27/05/2004,1,,31,,6.6,23,47,69,1.933.333
2720,1,27/05/2004,2,0,31,9.6,,23,47,69,
2721,1,28/05/2004,1,,49,,8,16,4,118,0.7
2722,1,28/05/2004,2,0,49,5.9,,16,4,118,
2723,1,29/05/2004,1,,76,,7.5,11,53,104,0
2724,1,29/05/2004,2,0,76,6.4,,11,53,104,
2725,1,30/05/2004,1,,66,,6.9,15,58,145,0.266667
2726,1,30/05/2004,2,0,66,8,,15,58,145,
2727,1,31/05/2004,1,,73,,4.6,6,131,125,0.766667
2728,1,31/05/2004,2,0,73,11,,6,131,125,
2729,1,1/6/2004,1,,76,,4.2,13,186,132,1.533.333
2730,1,1/6/2004,2,0,76,13.7,,13,186,132,
2731,1,2/6/2004,1,,71,,0,10,194,162,1.266.667
2732,1,2/6/2004,2,0,71,15.4,,10,194,162,
2733,1,3/6/2004,1,,68,,2.5,7,175,161,1.133.333
2734,1,3/6/2004,2,0,68,14.9,,7,175,161,
2735,1,4/6/2004,1,,75,,6.5,7,117,126,0.8
2736,1,4/6/2004,2,0,75,11.8,,7,117,126,
2737,1,5/6/2004,1,,85,,3.8,12,89,125,0.766667
2738,1,5/6/2004,2,0,85,8.6,,12,89,125,
2739,1,6/6/2004,1,,83,,7.2,12,98,129,0.266667
2740,1,6/6/2004,2,0,83,8.5,,12,98,129,
2741,1,7/6/2004,1,,61,,2.4,11,115,135,0
2742,1,7/6/2004,2,0,61,12.9,,11,115,135,
2743,1,8/6/2004,1,,46,,0.6,9,108,168,0.5
2744,1,8/6/2004,2,0,46,10.6,,9,108,168,
2745,1,9/6/2004,1,,113,,7.4,3,209,115,0.8
2746,1,9/6/2004,2,0.4,113,11.6,,3,209,115,
2747,1,10/6/2004,1,,74,,8,20,261,171,0.633333
2748,1,10/6/2004,2,0,74,17.3,,20,261,171,
2749,1,11/6/2004,1,,53,,0,15,77,129,1.4
2750,1,11/6/2004,2,71.9,53,11.6,,15,77,129,
2751,1,12/6/2004,1,,6,,3.9,3,708,82,4.166.667
2752,1,12/6/2004,2,0.1,6,8,,3,708,82,
2753,1,13/06/2004,1,,24,,7.4,12,691,111,0.6
2754,1,13/06/2004,2,0,24,3,,12,691,111,
2755,1,14/06/2004,1,,70,,7.8,15,710,93,0.633333
2756,1,14/06/2004,2,0,70,2.8,,15,710,93,
2757,1,15/06/2004,1,,80,,7.5,11,28,98,0.433333
2758,1,15/06/2004,2,0,80,5,,11,28,98,
2759,1,16/06/2004,1,,132,,7.3,16,185,95,0.233333
2760,1,16/06/2004,2,0,132,7.6,,16,185,95,
2761,1,17/06/2004,1,,157,,5.5,24,324,112,2.133.333
2762,1,17/06/2004,2,0,157,15.6,,24,324,112,
2763,1,18/06/2004,1,,62,,7.2,26,121,127,1.8
2764,1,18/06/2004,2,1.4,62,12.5,,26,121,127,
2765,1,19/06/2004,1,,140,,7.2,11,249,124,0.266667
2766,1,19/06/2004,2,0,140,11.5,,11,249,124,
2767,1,20/06/2004,1,,144,,7.5,19,297,107,0.533333
2768,1,20/06/2004,2,0,144,14.1,,19,297,107,
2769,1,21/06/2004,1,,137,,7.6,19,334,74,1
2770,1,21/06/2004,2,0,137,16,,19,334,74,
2771,1,22/06/2004,1,,66,,0.1,26,168,143,1.733.333
2772,1,22/06/2004,2,0,66,14.8,,26,168,143,
2773,1,23/06/2004,1,,126,,0.7,6,277,138,0.766667
2774,1,23/06/2004,2,0,126,14.1,,6,277,138,
2775,1,24/06/2004,1,,68,,0,10,203,179,1.5
2776,1,24/06/2004,2,7.9,68,15.8,,10,203,179,
2777,1,25/06/2004,1,,102,,2.7,3,275,157,0.4
2778,1,25/06/2004,2,7.2,102,15,,3,275,157,
2779,1,26/06/2004,1,,123,,11.8,5,307,149,1
2780,1,26/06/2004,2,0,123,15.8,,5,307,149,
2781,1,27/06/2004,1,,65,,0,8,207,178,1.066.667
2782,1,27/06/2004,2,4.8,65,15.6,,8,207,178,
2783,1,28/06/2004,1,,70,,1.4,4,210,174,1.733.333
2784,1,28/06/2004,2,8.9,70,15.1,,4,210,174,
2785,1,29/06/2004,1,,154,,6.6,5,351,133,0.1
2786,1,29/06/2004,2,0.1,154,14.6,,5,351,133,
2787,1,30/06/2004,1,,167,,5.9,14,445,104,0.233333
2788,1,30/06/2004,2,0,167,18,,14,445,104,
2789,1,1/7/2004,1,,97,,0,22,333,171,1.3
2790,1,1/7/2004,2,8.2,97,19,,22,333,171,
2791,1,2/7/2004,1,,163,,7.5,4,454,98,0.666667
2792,1,2/7/2004,2,12.4,163,16.6,,4,454,98,
2793,1,3/7/2004,1,,117,,0,23,198,148,0.7
2794,1,3/7/2004,2,19.9,117,14.2,,23,198,148,
2795,1,4/7/2004,1,,45,,7.7,7,24,109,0.766667
2796,1,4/7/2004,2,0.7,45,9.2,,7,24,109,
2797,1,5/7/2004,1,,56,,7.5,13,24,125,0.166667
2798,1,5/7/2004,2,0,56,6.7,,13,24,125,
2799,1,6/7/2004,1,,76,,7.7,12,49,125,0.233333
2800,1,6/7/2004,2,0,76,6.6,,12,49,125,
2801,1,7/7/2004,1,,66,,2.9,13,114,182,0
2802,1,7/7/2004,2,0,66,9.5,,13,114,182,
2803,1,8/7/2004,1,,35,,4.4,6,21,107,1.8
2804,1,8/7/2004,2,8.5,35,9,,6,21,107,
2805,1,9/7/2004,1,,34,,7.5,11,702,126,0.1
2806,1,9/7/2004,2,0,34,4.2,,11,702,126,
2807,1,10/7/2004,1,,23,,8,9,716,36,3.8
2808,1,10/7/2004,2,0,23,7,,9,716,36,
2809,1,11/7/2004,1,,10,,8,22,681,88,0.6
2810,1,11/7/2004,2,0,10,3.2,,22,681,88,
2811,1,12/7/2004,1,,66,,7.8,13,6,94,0.2
2812,1,12/7/2004,2,0,66,2.8,,13,6,94,
2813,1,13/07/2004,1,,80,,1.6,9,186,146,0.166667
2814,1,13/07/2004,2,1,80,10.3,,9,186,146,
2815,1,14/07/2004,1,,143,,3.1,19,364,153,0.6
2816,1,14/07/2004,2,0.5,143,18,,19,364,153,
2817,1,15/07/2004,1,,68,,0,11,106,172,1.8
2818,1,15/07/2004,2,25.4,68,12.4,,11,106,172,
2819,1,16/07/2004,1,,16,,0.1,9,11,124,2.2
2820,1,16/07/2004,2,11.6,16,9.4,,9,11,124,
2821,1,17/07/2004,1,,12,,6.4,9,688,128,1.166.667
2822,1,17/07/2004,2,0,12,5,,9,688,128,
2823,1,18/07/2004,1,,33,,4.8,9,2,138,1.533.333
2824,1,18/07/2004,2,0,33,4,,9,2,138,
2825,1,19/07/2004,1,,45,,0.7,18,115,104,3.566.667
2826,1,19/07/2004,2,0,45,11.8,,18,115,104,
2827,1,20/07/2004,1,,68,,7.9,20,120,115,2.9
2828,1,20/07/2004,2,0,68,11.7,,20,120,115,
2829,1,21/07/2004,1,,75,,8.2,18,135,91,2.466.667
2830,1,21/07/2004,2,0,75,11.6,,18,135,91,
2831,1,22/07/2004,1,,89,,8,20,138,105,0.666667
2832,1,22/07/2004,2,0,89,10.2,,20,138,105,
2833,1,23/07/2004,1,,93,,8.3,17,148,90,1.3
2834,1,23/07/2004,2,0,93,10.3,,17,148,90,
2835,1,24/07/2004,1,,99,,8.4,20,161,45,0
2836,1,24/07/2004,2,0,99,11,,20,161,45,
2837,1,25/07/2004,1,,101,,8.2,21,114,117,0.566667
2838,1,25/07/2004,2,0,101,8.2,,21,114,117,
2839,1,26/07/2004,1,,97,,8.5,18,126,113,0
2840,1,26/07/2004,2,0,97,9,,18,126,113,
2841,1,27/07/2004,1,,99,,7.1,17,125,118,0.666667
2842,1,27/07/2004,2,0,99,9.2,,17,125,118,
2843,1,28/07/2004,1,,116,,8.3,17,161,95,0.7
2844,1,28/07/2004,2,0,116,9.2,,17,161,95,
2845,1,29/07/2004,1,,95,,1.3,23,201,102,1.133.333
2846,1,29/07/2004,2,0,95,12.4,,23,201,102,
2847,1,30/07/2004,1,,45,,0,16,47,182,2.466.667
2848,1,30/07/2004,2,2,45,10,,16,47,182,
2849,1,31/07/2004,1,,14,,0,5,22,183,0.966667
2850,1,31/07/2004,2,51.6,14,9.4,,5,22,183,
2851,1,1/8/2004,1,,24,,0,3,48,180,0.7
2852,1,1/8/2004,2,6.4,24,9.7,,3,48,180,
2853,1,2/8/2004,1,,82,,8.5,2,97,125,0.7
2854,1,2/8/2004,2,0.4,82,9,,2,97,125,
2855,1,3/8/2004,1,,131,,7.8,13,219,105,1.366.667
2856,1,3/8/2004,2,0,131,10,,13,219,105,
2857,1,4/8/2004,1,,181,,6.9,18,424,86,1.033.333
2858,1,4/8/2004,2,0,181,15.6,,18,424,86,
2859,1,5/8/2004,1,,176,,5.5,26,452,56,0.266667
2860,1,5/8/2004,2,0,176,17,,26,452,56,
2861,1,6/8/2004,1,,95,,0,28,128,170,1.566.667
2862,1,6/8/2004,2,0,95,11.8,,28,128,170,
2863,1,7/8/2004,1,,5,,0,6,721,80,2.9
2864,1,7/8/2004,2,17.7,5,8.5,,6,721,80,
2865,1,8/8/2004,1,,22,,8.2,14,707,104,0.7
2866,1,8/8/2004,2,0,22,5,,14,707,104,
2867,1,9/8/2004,1,,62,,7.7,11,45,125,1.9
2868,1,9/8/2004,2,0,62,5.7,,11,45,125,
2869,1,10/8/2004,1,,90,,8.3,17,99,97,0.433333
2870,1,10/8/2004,2,0,90,8.2,,17,99,97,
2871,1,11/8/2004,1,,60,,2.6,13,93,144,1.366.667
2872,1,11/8/2004,2,0,60,9.8,,13,93,144,
2873,1,12/8/2004,1,,105,,8.5,12,192,86,1.8
2874,1,12/8/2004,2,0,105,12.4,,12,192,86,
2875,1,13/08/2004,1,,120,,8.3,19,208,79,0.966667
2876,1,13/08/2004,2,0,120,11.1,,19,208,79,
2877,1,14/08/2004,1,,125,,8.3,23,217,85,0.666667
2878,1,14/08/2004,2,0,125,9.5,,23,217,85,
2879,1,15/08/2004,1,,143,,7.9,21,279,80,1.3
2880,1,15/08/2004,2,0,143,11,,21,279,80,
2881,1,16/08/2004,1,,128,,3.2,25,286,86,0
2882,1,16/08/2004,2,0,128,13,,25,286,86,
2883,1,17/08/2004,1,,99,,0.7,25,284,124,0.5
2884,1,17/08/2004,2,0,99,15.8,,25,284,124,
2885,1,18/08/2004,1,,57,,0,13,224,185,0
2886,1,18/08/2004,2,11.8,57,16.6,,13,224,185,
2887,1,19/08/2004,1,,76,,0,2,261,171,0.333333
2888,1,19/08/2004,2,17.8,76,16.4,,2,261,171,
2889,1,20/08/2004,1,,97,,0.8,4,308,158,0.2
2890,1,20/08/2004,2,1.6,97,17.5,,4,308,158,
2891,1,21/08/2004,1,,64,,3.1,11,70,120,4.4
2892,1,21/08/2004,2,7,64,11.2,,11,70,120,
2893,1,22/08/2004,1,,9,,3.6,13,3,119,1.133.333
2894,1,22/08/2004,2,8.8,9,7.5,,13,3,119,
2895,1,23/08/2004,1,,44,,6.9,9,34,118,0.866667
2896,1,23/08/2004,2,0,44,7.6,,9,34,118,
2897,1,24/08/2004,1,,70,,9.2,11,42,104,0.633333
2898,1,24/08/2004,2,0,70,6,,11,42,104,
2899,1,25/08/2004,1,,62,,1,20,79,100,0.1
2900,1,25/08/2004,2,0,62,8.5,,20,79,100,
2901,1,26/08/2004,1,,70,,6.6,15,105,118,1.7
2902,1,26/08/2004,2,0,70,10.8,,15,105,118,
2903,1,27/08/2004,1,,93,,4.3,16,175,137,0.933333
2904,1,27/08/2004,2,0,93,12,,16,175,137,
2905,1,28/08/2004,1,,99,,6.9,11,185,122,0.4
2906,1,28/08/2004,2,0,99,13.9,,11,185,122,
2907,1,29/08/2004,1,,115,,9.7,16,234,55,2.233.333
2908,1,29/08/2004,2,0,115,10.3,,16,234,55,
2909,1,30/08/2004,1,,117,,9.5,24,214,64,0.966667
2910,1,30/08/2004,2,0,117,14.2,,24,214,64,
2911,1,31/08/2004,1,,109,,10,32,151,69,1.366.667
2912,1,31/08/2004,2,0,109,9.4,,32,151,69,
2913,1,1/9/2004,1,,148,,9,26,260,105,0.266667
2914,1,1/9/2004,2,0,148,12,,26,260,105,
2915,1,2/9/2004,1,,68,,0,18,229,177,0.533333
2916,1,2/9/2004,2,0.7,68,15,,18,229,177,
2917,1,3/9/2004,1,,83,,0.1,6,214,148,2.7
2918,1,3/9/2004,2,5.5,83,15.4,,6,214,148,
2919,1,4/9/2004,1,,137,,9.2,10,314,107,0.9
2920,1,4/9/2004,2,0,137,15,,10,314,107,
2921,1,5/9/2004,1,,216,,9,18,532,59,0.933333
2922,1,5/9/2004,2,0,216,16.3,,18,532,59,
2923,1,6/9/2004,1,,227,,9.6,40,616,9,0.233333
2924,1,6/9/2004,2,0,227,18,,40,616,9,
2925,1,7/9/2004,1,,228,,8.8,58,645,22,1.2
2926,1,7/9/2004,2,0,228,21.3,,58,645,22,
2927,1,8/9/2004,1,,140,,2.1,51,362,155,1.066.667
2928,1,8/9/2004,2,0,140,18,,51,362,155,
2929,1,9/9/2004,1,,68,,0,11,222,171,0.966667
2930,1,9/9/2004,2,0.2,68,16.2,,11,222,171,
2931,1,10/9/2004,1,,44,,0,6,82,179,2.733.333
2932,1,10/9/2004,2,12.8,44,11.5,,6,82,179,
2933,1,11/9/2004,1,,30,,0,9,70,117,2.366.667
2934,1,11/9/2004,2,26.5,30,11,,9,70,117,
2935,1,12/9/2004,1,,54,,2.7,13,138,82,3.1
2936,1,12/9/2004,2,0,54,12.6,,13,138,82,
2937,1,13/09/2004,1,,66,,0.1,21,168,153,3.266.667
2938,1,13/09/2004,2,2.4,66,13,,21,168,153,
2939,1,14/09/2004,1,,64,,0,12,214,172,0.266667
2940,1,14/09/2004,2,6,64,15.4,,12,214,172,
2941,1,15/09/2004,1,,87,,3.8,7,203,133,2.2
2942,1,15/09/2004,2,13.7,87,14.6,,7,203,133,
2943,1,16/09/2004,1,,70,,10.4,23,104,88,1.766.667
2944,1,16/09/2004,2,0,70,11.8,,23,104,88,
2945,1,17/09/2004,1,,111,,10,21,174,103,2.8
2946,1,17/09/2004,2,0,111,7.5,,21,174,103,
2947,1,18/09/2004,1,,159,,8.8,20,391,68,0.633333
2948,1,18/09/2004,2,0,159,13.9,,20,391,68,
2949,1,19/09/2004,1,,189,,0,24,545,92,0.866667
2950,1,19/09/2004,2,0,189,17.3,,24,545,92,
2951,1,20/09/2004,1,,132,,0,26,282,182,1.433.333
2952,1,20/09/2004,2,18.3,132,16.6,,26,282,182,
2953,1,21/09/2004,1,,101,,0,5,331,175,0.166667
2954,1,21/09/2004,2,34.2,101,16.6,,5,331,175,
2955,1,22/09/2004,1,,81,,0,6,231,172,0.966667
2956,1,22/09/2004,2,31.4,81,15.8,,6,231,172,
2957,1,23/09/2004,1,,88,,7.9,4,208,112,1.6
2958,1,23/09/2004,2,27.1,88,13,,4,208,112,
2959,1,24/09/2004,1,,125,,9.3,18,286,124,1.533.333
2960,1,24/09/2004,2,0,125,14.7,,18,286,124,
2961,1,25/09/2004,1,,123,,9.1,16,313,97,1.933.333
2962,1,25/09/2004,2,0,123,15,,16,313,97,
2963,1,26/09/2004,1,,136,,0.2,18,366,146,0.533333
2964,1,26/09/2004,2,0,136,17,,18,366,146,
2965,1,27/09/2004,1,,93,,0,13,362,167,2.066.667
2966,1,27/09/2004,2,0,93,19.6,,13,362,167,
2967,1,28/09/2004,1,,123,,0,7,380,151,1.733.333
2968,1,28/09/2004,2,0,123,18.8,,7,380,151,
2969,1,29/09/2004,1,,94,,8.3,16,180,48,2.433.333
2970,1,29/09/2004,2,14.5,94,13,,16,180,48,
2971,1,30/09/2004,1,,76,,8.1,29,130,71,2.8
2972,1,30/09/2004,2,0,76,9,,29,130,71,
2973,1,1/10/2004,1,,136,,10.6,25,302,63,1.733.333
2974,1,1/10/2004,2,0,136,12,,25,302,63,
2975,1,2/10/2004,1,,154,,10.3,29,306,84,1.266.667
2976,1,2/10/2004,2,0,154,13.4,,29,306,84,
2977,1,3/10/2004,1,,83,,10.3,26,174,92,1.8
2978,1,3/10/2004,2,0,83,12.6,,26,174,92,
2979,1,4/10/2004,1,,95,,9.3,18,171,88,2.166.667
2980,1,4/10/2004,2,0,95,10,,18,171,88,
2981,1,5/10/2004,1,,89,,9.2,21,191,66,2.733.333
2982,1,5/10/2004,2,0,89,12,,21,191,66,
2983,1,6/10/2004,1,,81,,8.6,22,141,78,2.133.333
2984,1,6/10/2004,2,0.7,81,10.2,,22,141,78,
2985,1,7/10/2004,1,,95,,10.4,26,190,55,2.966.667
2986,1,7/10/2004,2,0,95,11.6,,26,190,55,
2987,1,8/10/2004,1,,134,,10.4,35,276,57,2.8
2988,1,8/10/2004,2,0,134,12.3,,35,276,57,
2989,1,9/10/2004,1,,142,,3.4,31,374,105,1.1
2990,1,9/10/2004,2,0,142,15.4,,31,374,105,
2991,1,10/10/2004,1,,144,,5.7,25,369,88,1.566.667
2992,1,10/10/2004,2,2.1,144,18,,25,369,88,
2993,1,11/10/2004,1,,132,,10.8,19,298,80,2.3
2994,1,11/10/2004,2,0,132,15,,19,298,80,
2995,1,12/10/2004,1,,124,,2.9,29,379,100,3.033.333
2996,1,12/10/2004,2,0,124,15.3,,29,379,100,
2997,1,13/10/2004,1,,128,,2.2,19,407,114,1.033.333
2998,1,13/10/2004,2,9.3,128,19,,19,407,114,
