,paper,conf,year,status
1003,107308,7,2013,accepted
1004,107315,7,2013,accepted
1005,107325,7,2013,accepted
1006,107326,7,2013,accepted
1007,107362,7,2013,accepted
1008,107972,7,2013,accepted
1009,108052,7,2013,accepted
1010,108093,7,2013,accepted
1011,108185,7,2013,accepted
1012,108216,7,2013,rejected
1013,108245,7,2013,accepted
1014,108324,7,2013,accepted
1015,108347,7,2013,rejected
1016,108375,7,2013,rejected
1017,108376,7,2013,accepted
1018,108385,7,2013,accepted
1019,108472,7,2013,accepted
1020,108525,7,2013,accepted
1021,108528,7,2013,accepted
1022,108543,7,2013,accepted
1023,108549,7,2013,accepted
1024,108585,7,2013,accepted
1025,108635,7,2013,accepted
1026,108648,7,2013,accepted
1027,108666,7,2013,accepted
1028,108668,7,2013,accepted
1029,108686,7,2013,accepted
1030,3,4,2,acepto
1031,108692,7,2013,accepted
1032,108694,7,2013,accepted
1033,108695,7,2013,accepted
1034,108698,7,2013,accepted
1035,108699,7,2013,accepted
1036,108701,7,2013,accepted
1037,108702,7,2013,accepted
1038,108703,7,2013,accepted
1039,1,3,4,**
1040,108706,7,2013,accepted
1041,108707,7,2013,rejected
1042,108708,7,2013,rejected
1043,108709,7,2013,accepted
1044,108712,7,2013,accepted
1045,108713,7,2013,accepted
1046,108714,7,2013,accepted
1047,108715,7,2013,accepted
1048,108717,7,2013,accepted
1049,108721,7,2013,rejected
1050,108723,7,2013,rejected
1051,108728,7,2013,accepted
1052,108729,7,2013,rejected
1053,1,2,3,?!
1054,108731,7,2013,accepted
1055,108732,7,2013,rejected
1056,108733,7,2013,accepted
1057,108734,7,2013,accepted
1058,108735,7,2013,accepted
1059,108737,7,2013,rejected
1060,108738,7,2013,accepted
1061,108739,7,2013,rejected
1062,108740,7,2013,accepted
1063,108743,7,2013,accepted
1064,108744,7,2013,accepted
1065,108748,7,2013,accepted
1066,108749,7,2013,accepted
1067,108750,7,2013,accepted
1068,108751,7,2013,rejected
1069,108752,7,2013,accepted
1070,108753,7,2013,accepted
1071,108755,7,2013,rejected
1072,108756,7,2013,accepted
1073,108757,7,2013,accepted
1074,108758,7,2013,accepted
1075,108760,7,2013,accepted
1076,108762,7,2013,accepted
1077,108764,7,2013,rejected
1078,108765,7,2013,rejected
1079,108766,7,2013,accepted
1080,108767,7,2013,accepted
1081,108768,7,2013,rejected
1082,4,2,3,?!
1083,108771,7,2013,rejected
1084,108773,7,2013,accepted
1085,108774,7,2013,accepted
1086,108775,7,2013,accepted
1087,108776,7,2013,rejected
1088,108777,7,2013,rejected
1089,108779,7,2013,rejected
1090,108782,7,2013,accepted
1091,108783,7,2013,accepted
1092,108784,7,2013,accepted
1093,108785,7,2013,rejected
1094,108786,7,2013,accepted
1095,108788,7,2013,accepted
1096,3,4,2,accepted
1097,108790,7,2013,accepted
1098,108791,7,2013,rejected
1099,108792,7,2013,accepted
1100,108794,7,2013,rejected
1101,108795,7,2013,accepted
1102,108801,7,2013,accepted
1103,108802,7,2013,accepted
1104,1,3,4,acepto
1105,2,1,4,**
1106,108805,7,2013,rejected
1107,108806,7,2013,accepted
1108,108809,7,2013,accepted
1109,108810,7,2013,accepted
1110,108811,7,2013,accepted
1111,108812,7,2013,accepted
1112,4,2,3,dog
1113,108814,7,2013,rejected
1114,108815,7,2013,rejected
1115,108816,7,2013,accepted
1116,108817,7,2013,accepted
1117,108819,7,2013,accepted
1118,108820,7,2013,accepted
1119,108821,7,2013,accepted
1120,108823,7,2013,accepted
1121,108824,7,2013,accepted
1122,108825,7,2013,rejected
1123,108828,7,2013,rejected
1124,108829,7,2013,accepted
1125,108830,7,2013,rejected
1126,108831,7,2013,accepted
1127,108832,7,2013,accepted
1128,108836,7,2013,accepted
1129,108837,7,2013,accepted
1130,108839,7,2013,accepted
1131,108840,7,2013,rejected
1132,108841,7,2013,accepted
1133,108843,7,2013,rejected
1134,108844,7,2013,accepted
1135,108888,7,2013,rejected
1136,108972,7,2013,accepted
1137,118698,8,2014,accepted
1138,118725,8,2014,accepted
1139,120084,8,2014,accepted
1140,120091,8,2014,accepted
1141,120108,8,2014,accepted
1142,120186,8,2014,accepted
1143,120463,8,2014,accepted
1144,120536,8,2014,accepted
1145,120561,8,2014,accepted
1146,120562,8,2014,rejected
1147,120564,8,2014,rejected
1148,120674,8,2014,accepted
1149,120837,8,2014,rejected
1150,120880,8,2014,rejected
1151,120965,8,2014,rejected
1152,120966,8,2014,accepted
1153,120968,8,2014,rejected
1154,120978,8,2014,accepted
1155,121043,8,2014,accepted
1156,121044,8,2014,rejected
1157,121045,8,2014,accepted
1158,121047,8,2014,accepted
1159,121048,8,2014,accepted
1160,121051,8,2014,accepted
1161,121052,8,2014,accepted
1162,121053,8,2014,accepted
1163,3,2,1,acepto
1164,121055,8,2014,rejected
1165,1,3,2,aceito
1166,121088,8,2014,accepted
1167,121166,8,2014,accepted
1168,121175,8,2014,accepted
1169,121177,8,2014,accepted
1170,121306,8,2014,accepted
1171,121308,8,2014,rejected
1172,121327,8,2014,rejected
1173,121329,8,2014,accepted
1174,121340,8,2014,rejected
1175,121348,8,2014,rejected
1176,121365,8,2014,rejected
1177,121382,8,2014,accepted
1178,121392,8,2014,accepted
1179,121401,8,2014,rejected
1180,121404,8,2014,accepted
1181,121413,8,2014,accepted
1182,121434,8,2014,rejected
1183,121439,8,2014,accepted
1184,121533,8,2014,rejected
1185,121548,8,2014,accepted
1186,121552,8,2014,accepted
1187,121555,8,2014,accepted
1188,121577,8,2014,accepted
1189,121584,8,2014,accepted
1190,121586,8,2014,accepted
1191,121591,8,2014,rejected
1192,121592,8,2014,rejected
1193,121593,8,2014,rejected
1194,121594,8,2014,rejected
1195,121595,8,2014,accepted
1196,121596,8,2014,rejected
1197,121602,8,2014,accepted
1198,121606,8,2014,rejected
1199,1,3,2,**
1200,121620,8,2014,accepted
1201,121623,8,2014,accepted
1202,3,4,2,?!
1203,121627,8,2014,rejected
1204,121631,8,2014,rejected
1205,121632,8,2014,accepted
1206,121634,8,2014,accepted
1207,121635,8,2014,rejected
1208,121637,8,2014,rejected
1209,121638,8,2014,rejected
1210,121639,8,2014,rejected
1211,121640,8,2014,rejected
1212,121643,8,2014,rejected
1213,4,1,3,accepted
1214,121646,8,2014,rejected
1215,121647,8,2014,rejected
1216,121648,8,2014,accepted
1217,121649,8,2014,accepted
1218,121650,8,2014,accepted
1219,121651,8,2014,rejected
1220,4,1,3,accepted
1221,121654,8,2014,accepted
1222,121655,8,2014,rejected
1223,121656,8,2014,accepted
1224,121657,8,2014,rejected
1225,121658,8,2014,accepted
1226,121659,8,2014,accepted
1227,121660,8,2014,accepted
1228,121661,8,2014,accepted
1229,121663,8,2014,accepted
1230,121664,8,2014,accepted
1231,121665,8,2014,accepted
1232,121666,8,2014,rejected
1233,121670,8,2014,rejected
1234,121671,8,2014,accepted
1235,121672,8,2014,accepted
1236,121673,8,2014,accepted
1237,121674,8,2014,accepted
1238,121675,8,2014,rejected
1239,121677,8,2014,accepted
1240,121679,8,2014,accepted
1241,121680,8,2014,accepted
1242,121682,8,2014,accepted
1243,121683,8,2014,accepted
1244,121684,8,2014,rejected
1245,121685,8,2014,rejected
1246,121687,8,2014,rejected
1247,121688,8,2014,rejected
1248,121690,8,2014,accepted
1249,121691,8,2014,accepted
1250,2,1,3,rejected
1251,121695,8,2014,accepted
1252,121696,8,2014,accepted
1253,3,1,2,?!
1254,121698,8,2014,rejected
1255,121699,8,2014,accepted
1256,121700,8,2014,accepted
1257,121702,8,2014,accepted
1258,121703,8,2014,accepted
1259,121704,8,2014,rejected
1260,121705,8,2014,accepted
1261,121706,8,2014,accepted
1262,121707,8,2014,accepted
1263,121708,8,2014,accepted
1264,121709,8,2014,accepted
1265,121724,8,2014,accepted
1266,121726,8,2014,accepted
1267,121735,8,2014,accepted
1268,121749,8,2014,rejected
1269,121750,8,2014,accepted
1270,121751,8,2014,rejected
1271,121764,8,2014,rejected
1272,121765,8,2014,rejected
1273,121775,8,2014,rejected
1274,121785,8,2014,accepted
1275,121801,8,2014,rejected
1276,121802,8,2014,rejected
1277,121809,8,2014,accepted
1278,121810,8,2014,rejected
1279,121819,8,2014,rejected
1280,121825,8,2014,rejected
1281,121827,8,2014,accepted
1282,1,2,3,?!
1283,121835,8,2014,rejected
1284,121836,8,2014,accepted
1285,121844,8,2014,rejected
1286,121872,8,2014,accepted
1287,121932,8,2014,accepted
1288,121968,8,2014,accepted
1289,132694,9,2015,rejected
1290,133296,9,2015,rejected
1291,2,1,3,aceito
1292,133797,9,2015,accepted
1293,133801,9,2015,accepted
1294,133859,9,2015,rejected
1295,133949,9,2015,rejected
1296,133992,9,2015,accepted
1297,134040,9,2015,accepted
1298,134258,9,2015,accepted
1299,134351,9,2015,accepted
1300,134358,9,2015,accepted
1301,134374,9,2015,accepted
1302,134376,9,2015,accepted
1303,134377,9,2015,accepted
1304,134378,9,2015,accepted
1305,134386,9,2015,accepted
1306,134402,9,2015,rejected
1307,134403,9,2015,accepted
1308,134419,9,2015,accepted
1309,134420,9,2015,accepted
1310,134421,9,2015,accepted
1311,134431,9,2015,rejected
1312,134433,9,2015,rejected
1313,134437,9,2015,accepted
1314,134438,9,2015,accepted
1315,134445,9,2015,accepted
1316,134446,9,2015,accepted
1317,134449,9,2015,rejected
1318,134484,9,2015,accepted
1319,134499,9,2015,accepted
1320,134501,9,2015,rejected
1321,134505,9,2015,rejected
1322,134509,9,2015,rejected
1323,134511,9,2015,rejected
1324,134513,9,2015,rejected
1325,134515,9,2015,accepted
1326,134519,9,2015,rejected
1327,134523,9,2015,accepted
1328,134536,9,2015,rejected
1329,1,4,3,aceito
1330,134538,9,2015,rejected
1331,134539,9,2015,accepted
1332,134540,9,2015,accepted
1333,134541,9,2015,accepted
1334,134544,9,2015,accepted
1335,134556,9,2015,accepted
1336,134566,9,2015,accepted
1337,134585,9,2015,accepted
1338,134591,9,2015,accepted
1339,134605,9,2015,accepted
1340,134606,9,2015,rejected
1341,134607,9,2015,accepted
1342,134608,9,2015,accepted
1343,134609,9,2015,rejected
1344,134612,9,2015,accepted
1345,134616,9,2015,accepted
1346,134620,9,2015,accepted
1347,134627,9,2015,accepted
1348,4,2,1,**
1349,134647,9,2015,accepted
1350,134658,9,2015,accepted
1351,134689,9,2015,accepted
1352,134690,9,2015,rejected
1353,4,1,2,dog
1354,134707,9,2015,accepted
1355,135326,9,2015,rejected
1356,135368,9,2015,accepted
1357,135419,9,2015,rejected
1358,135438,9,2015,accepted
1359,135562,9,2015,accepted
1360,137132,9,2015,accepted
1361,137169,9,2015,accepted
1362,137257,9,2015,accepted
1363,137262,9,2015,accepted
1364,137270,9,2015,accepted
1365,137273,9,2015,rejected
1366,137274,9,2015,accepted
1367,4,1,2,**
1368,137283,9,2015,rejected
1369,137284,9,2015,accepted
1370,137285,9,2015,rejected
1371,137287,9,2015,rejected
1372,3,2,4,rejected
1373,137292,9,2015,accepted
1374,137294,9,2015,accepted
1375,137295,9,2015,accepted
1376,137305,9,2015,accepted
1377,137306,9,2015,accepted
1378,137311,9,2015,rejected
1379,137312,9,2015,rejected
1380,137313,9,2015,rejected
1381,137319,9,2015,accepted
1382,137320,9,2015,accepted
1383,137322,9,2015,rejected
1384,137324,9,2015,accepted
1385,137331,9,2015,accepted
1386,137332,9,2015,accepted
1387,137335,9,2015,accepted
1388,137337,9,2015,accepted
1389,137338,9,2015,accepted
1390,137339,9,2015,accepted
1391,137342,9,2015,accepted
1392,137354,9,2015,accepted
1393,137357,9,2015,accepted
1394,137358,9,2015,accepted
1395,137374,9,2015,rejected
1396,137382,9,2015,accepted
1397,137383,9,2015,accepted
1398,137386,9,2015,accepted
1399,137387,9,2015,rejected
1400,137388,9,2015,accepted
1401,137389,9,2015,accepted
1402,137390,9,2015,accepted
1403,137391,9,2015,accepted
1404,137393,9,2015,accepted
1405,137394,9,2015,accepted
1406,137397,9,2015,accepted
1407,137398,9,2015,accepted
1408,137400,9,2015,rejected
1409,137403,9,2015,accepted
1410,1,3,2,dog
1411,137407,9,2015,accepted
1412,137408,9,2015,accepted
1413,137410,9,2015,accepted
1414,137411,9,2015,accepted
1415,137413,9,2015,accepted
1416,137414,9,2015,accepted
1417,137415,9,2015,accepted
1418,137417,9,2015,accepted
1419,137419,9,2015,accepted
1420,137420,9,2015,rejected
1421,137422,9,2015,accepted
1422,137425,9,2015,accepted
1423,137427,9,2015,accepted
1424,137428,9,2015,accepted
1425,137429,9,2015,accepted
1426,137430,9,2015,accepted
1427,137431,9,2015,accepted
1428,137432,9,2015,accepted
1429,137433,9,2015,accepted
1430,137434,9,2015,accepted
1431,137436,9,2015,accepted
1432,137437,9,2015,accepted
1433,137438,9,2015,rejected
1434,137439,9,2015,accepted
1435,137442,9,2015,accepted
1436,137446,9,2015,accepted
1437,137448,9,2015,accepted
1438,137449,9,2015,rejected
1439,137450,9,2015,accepted
1440,137451,9,2015,rejected
1441,137452,9,2015,rejected
1442,137453,9,2015,accepted
1443,137454,9,2015,accepted
1444,137455,9,2015,rejected
1445,137456,9,2015,accepted
1446,137458,9,2015,accepted
1447,137459,9,2015,rejected
1448,137461,9,2015,accepted
1449,137462,9,2015,rejected
1450,137463,9,2015,rejected
1451,137464,9,2015,accepted
1452,137465,9,2015,accepted
1453,137468,9,2015,accepted
1454,137469,9,2015,rejected
1455,137470,9,2015,accepted
1456,137472,9,2015,rejected
1457,4,1,3,accepted
1458,137475,9,2015,accepted
1459,137476,9,2015,accepted
1460,137477,9,2015,rejected
1461,137481,9,2015,accepted
1462,137483,9,2015,accepted
1463,3,1,2,?!
1464,137485,9,2015,rejected
1465,137486,9,2015,accepted
1466,137487,9,2015,accepted
1467,137488,9,2015,accepted
1468,137490,9,2015,rejected
1469,137493,9,2015,accepted
1470,3,1,4,rejected
1471,137498,9,2015,accepted
1472,137500,9,2015,accepted
1473,137503,9,2015,rejected
1474,137504,9,2015,rejected
1475,137506,9,2015,rejected
1476,137508,9,2015,rejected
1477,137513,9,2015,accepted
1478,137516,9,2015,accepted
1479,137517,9,2015,rejected
1480,137518,9,2015,rejected
1481,137522,9,2015,accepted
1482,137525,9,2015,accepted
1483,137531,9,2015,accepted
1484,137595,9,2015,accepted
1485,137597,9,2015,rejected
1486,137598,9,2015,rejected
1487,137611,9,2015,accepted
1488,1570103915,10,2015,rejected
1489,1570116033,10,2015,rejected
1490,1570142765,10,2015,rejected
1491,1570148463,10,2015,accepted
1492,3,4,1,?!
1493,1570151553,10,2015,accepted
1494,1570153299,10,2015,accepted
1495,1570153915,10,2015,rejected
1496,1570154833,10,2015,accepted
1497,1570154881,10,2015,rejected
1498,1570155331,10,2015,rejected
1499,1570158015,10,2015,rejected
1500,1570158711,10,2015,accepted
1501,1570158951,10,2015,accepted
1502,1,3,2,?!
1503,1570160455,10,2015,rejected
1504,1570160459,10,2015,accepted
1505,1570160515,10,2015,accepted
1506,1570160519,10,2015,accepted
1507,1570161213,10,2015,accepted
1508,2,4,3,rejected
1509,1570161747,10,2015,accepted
1510,1570162089,10,2015,rejected
1511,1570162547,10,2015,rejected
1512,1570162837,10,2015,rejected
1513,1570163017,10,2015,accepted
1514,1570163137,10,2015,accepted
1515,1570163151,10,2015,accepted
1516,1570163515,10,2015,accepted
1517,1570163595,10,2015,rejected
1518,1570163599,10,2015,accepted
1519,1570163615,10,2015,rejected
1520,1570163689,10,2015,accepted
1521,1570163711,10,2015,rejected
1522,1570163749,10,2015,accepted
1523,1570163781,10,2015,accepted
1524,1570163791,10,2015,accepted
1525,1570163807,10,2015,rejected
1526,1570163815,10,2015,accepted
1527,1570163819,10,2015,accepted
1528,1570163857,10,2015,accepted
1529,1570163963,10,2015,accepted
1530,1570163993,10,2015,accepted
1531,1570164031,10,2015,accepted
1532,4,3,2,**
1533,1570164177,10,2015,accepted
1534,1570164227,10,2015,rejected
1535,1570164477,10,2015,accepted
1536,1570164527,10,2015,rejected
1537,1570164595,10,2015,rejected
1538,1570164667,10,2015,rejected
1539,1570164703,10,2015,accepted
1540,2,3,1,rejected
1541,1570164825,10,2015,accepted
1542,1570164883,10,2015,rejected
1543,1570164893,10,2015,accepted
1544,1570165025,10,2015,rejected
1545,1570165117,10,2015,rejected
1546,1570165123,10,2015,accepted
1547,1570165141,10,2015,accepted
1548,1570165157,10,2015,rejected
1549,1,4,3,accepted
1550,1570165193,10,2015,rejected
1551,1570165195,10,2015,accepted
1552,1570165213,10,2015,accepted
1553,1570165215,10,2015,rejected
1554,1570165239,10,2015,rejected
1555,1570165241,10,2015,accepted
1556,1570165269,10,2015,accepted
1557,1570165321,10,2015,rejected
1558,1570165361,10,2015,rejected
1559,1570165423,10,2015,accepted
1560,1570165505,10,2015,accepted
1561,1570165805,10,2015,rejected
1562,1570169283,10,2015,rejected
1563,1570171149,10,2015,accepted
1564,1570171569,10,2015,rejected
1565,1570171627,10,2015,rejected
1566,1570172025,10,2015,accepted
1567,1570172041,10,2015,rejected
1568,1570172335,10,2015,rejected
1569,1570172433,10,2015,accepted
1570,1570172565,10,2015,rejected
1571,1570172623,10,2015,accepted
1572,1570172683,10,2015,accepted
1573,1570172717,10,2015,rejected
1574,3,4,2,acepto
1575,1570172831,10,2015,rejected
1576,1570172833,10,2015,accepted
1577,1570172843,10,2015,rejected
1578,1570179447,11,2015,accepted
1579,1570189415,11,2015,accepted
1580,1570191545,11,2015,accepted
1581,1570192701,11,2015,accepted
1582,1570196545,11,2015,rejected
1583,1570196567,11,2015,rejected
1584,1570196959,11,2015,accepted
1585,1570197151,11,2015,rejected
1586,1570197477,11,2015,rejected
1587,1570203415,11,2015,accepted
1588,1570205747,11,2015,accepted
1589,1570206129,11,2015,accepted
1590,1570206201,11,2015,accepted
1591,1570206425,11,2015,accepted
1592,1570206449,11,2015,accepted
1593,1570206455,11,2015,accepted
1594,1570206511,11,2015,rejected
1595,1570206621,11,2015,accepted
1596,1570206661,11,2015,accepted
1597,1570206671,11,2015,rejected
1598,1570207185,11,2015,rejected
1599,148452,12,2016,accepted
1600,148484,12,2016,rejected
1601,148518,12,2016,accepted
1602,148534,12,2016,accepted
1603,148538,12,2016,accepted
1604,148605,12,2016,accepted
1605,148607,12,2016,rejected
1606,148608,12,2016,accepted
1607,4,1,3,accepted
1608,148795,12,2016,accepted
1609,148808,12,2016,accepted
1610,148969,12,2016,accepted
1611,148970,12,2016,accepted
1612,148992,12,2016,accepted
1613,149060,12,2016,rejected
1614,149103,12,2016,accepted
1615,149107,12,2016,accepted
1616,149109,12,2016,accepted
1617,1,2,4,aceito
1618,149123,12,2016,accepted
1619,149188,12,2016,accepted
1620,149269,12,2016,accepted
1621,149305,12,2016,rejected
1622,149348,12,2016,accepted
1623,149543,12,2016,rejected
1624,149549,12,2016,rejected
1625,149551,12,2016,accepted
1626,149552,12,2016,accepted
1627,149557,12,2016,accepted
1628,149562,12,2016,rejected
1629,149564,12,2016,accepted
1630,149571,12,2016,accepted
1631,149577,12,2016,rejected
1632,149581,12,2016,accepted
1633,149583,12,2016,accepted
1634,149585,12,2016,accepted
1635,149586,12,2016,accepted
1636,149590,12,2016,rejected
1637,149597,12,2016,accepted
1638,149612,12,2016,accepted
1639,149613,12,2016,rejected
1640,149618,12,2016,rejected
1641,149619,12,2016,rejected
1642,149621,12,2016,accepted
1643,149622,12,2016,accepted
1644,149623,12,2016,accepted
1645,149624,12,2016,accepted
1646,149631,12,2016,accepted
1647,149632,12,2016,rejected
1648,149633,12,2016,rejected
1649,149634,12,2016,rejected
1650,149635,12,2016,accepted
1651,149636,12,2016,rejected
1652,149638,12,2016,rejected
1653,149640,12,2016,rejected
1654,149643,12,2016,accepted
1655,149644,12,2016,accepted
1656,149645,12,2016,accepted
1657,149646,12,2016,accepted
1658,149647,12,2016,rejected
1659,149649,12,2016,accepted
1660,149650,12,2016,rejected
1661,149652,12,2016,accepted
1662,149653,12,2016,rejected
1663,149654,12,2016,accepted
1664,149659,12,2016,rejected
1665,149661,12,2016,accepted
1666,149664,12,2016,accepted
1667,149665,12,2016,rejected
1668,149666,12,2016,accepted
1669,149669,12,2016,accepted
1670,149673,12,2016,rejected
1671,149675,12,2016,accepted
1672,149676,12,2016,accepted
1673,149681,12,2016,rejected
1674,149683,12,2016,rejected
1675,149685,12,2016,accepted
1676,149688,12,2016,accepted
1677,2,3,4,**
1678,149724,12,2016,rejected
1679,149729,12,2016,accepted
1680,149804,12,2016,accepted
1681,149805,12,2016,accepted
1682,149806,12,2016,rejected
1683,149807,12,2016,accepted
1684,149817,12,2016,accepted
1685,149837,12,2016,accepted
1686,149844,12,2016,accepted
1687,149854,12,2016,rejected
1688,149857,12,2016,accepted
1689,149879,12,2016,rejected
1690,149889,12,2016,accepted
1691,149965,12,2016,rejected
1692,149986,12,2016,accepted
1693,150003,12,2016,accepted
1694,150005,12,2016,accepted
1695,150007,12,2016,rejected
1696,150012,12,2016,rejected
1697,150019,12,2016,accepted
1698,150025,12,2016,accepted
1699,150037,12,2016,accepted
1700,150038,12,2016,rejected
1701,150043,12,2016,accepted
1702,150050,12,2016,rejected
1703,150051,12,2016,accepted
1704,150065,12,2016,accepted
1705,150068,12,2016,accepted
1706,150069,12,2016,accepted
1707,150070,12,2016,accepted
1708,150071,12,2016,accepted
1709,150072,12,2016,accepted
1710,150073,12,2016,rejected
1711,150074,12,2016,accepted
1712,150077,12,2016,rejected
1713,150080,12,2016,rejected
1714,150081,12,2016,rejected
1715,150082,12,2016,accepted
1716,150086,12,2016,accepted
1717,150087,12,2016,accepted
1718,150091,12,2016,accepted
1719,150094,12,2016,accepted
1720,150095,12,2016,accepted
1721,150098,12,2016,accepted
1722,150099,12,2016,rejected
1723,150101,12,2016,accepted
1724,150104,12,2016,accepted
1725,150105,12,2016,rejected
1726,150107,12,2016,rejected
1727,150108,12,2016,accepted
1728,3,4,2,rejected
1729,150111,12,2016,rejected
1730,150116,12,2016,accepted
1731,150117,12,2016,accepted
1732,150119,12,2016,rejected
1733,150121,12,2016,accepted
1734,150122,12,2016,accepted
1735,150123,12,2016,accepted
1736,150126,12,2016,accepted
1737,150128,12,2016,rejected
1738,150130,12,2016,accepted
1739,150133,12,2016,accepted
1740,150134,12,2016,accepted
1741,150135,12,2016,rejected
1742,150136,12,2016,rejected
1743,150137,12,2016,accepted
1744,150138,12,2016,accepted
1745,150139,12,2016,accepted
1746,2,4,3,?!
1747,150152,12,2016,accepted
1748,150158,12,2016,rejected
1749,150160,12,2016,accepted
1750,150167,12,2016,accepted
1751,150168,12,2016,accepted
1752,150172,12,2016,accepted
1753,3,1,4,**
1754,150381,12,2016,rejected
1755,150392,12,2016,rejected
1756,150419,12,2016,accepted
1757,150425,12,2016,accepted
1758,3,1,4,acepto
1759,150429,12,2016,rejected
1760,150431,12,2016,rejected
1761,150434,12,2016,accepted
1762,150439,12,2016,accepted
1763,150452,12,2016,rejected
1764,150454,12,2016,rejected
1765,150457,12,2016,accepted
1766,150464,12,2016,rejected
1767,150466,12,2016,rejected
1768,150467,12,2016,accepted
1769,150469,12,2016,accepted
1770,150470,12,2016,accepted
1771,2,3,4,**
1772,4,2,1,?!
1773,150480,12,2016,accepted
1774,150481,12,2016,accepted
1775,1,3,2,dog
1776,150485,12,2016,rejected
1777,150486,12,2016,rejected
1778,150488,12,2016,rejected
1779,150492,12,2016,accepted
1780,150495,12,2016,accepted
1781,150500,12,2016,rejected
1782,150503,12,2016,rejected
1783,150506,12,2016,rejected
1784,150510,12,2016,accepted
1785,150520,12,2016,rejected
1786,150521,12,2016,rejected
1787,1570264305,13,2016,rejected
1788,1570266846,13,2016,rejected
1789,1570279490,13,2016,rejected
1790,1570279863,13,2016,rejected
1791,1570280496,13,2016,rejected
1792,1570280503,13,2016,accepted
1793,1570280507,13,2016,accepted
1794,1570280653,13,2016,accepted
1795,1570280956,13,2016,rejected
1796,1570281384,13,2016,rejected
1797,1570281399,13,2016,rejected
1798,1570281683,13,2016,rejected
1799,1570281917,13,2016,accepted
1800,1570281979,13,2016,accepted
1801,1570282045,13,2016,accepted
1802,1570282054,13,2016,rejected
1803,1570282110,13,2016,rejected
1804,1570282141,13,2016,accepted
1805,1570282185,13,2016,rejected
1806,1570282203,13,2016,rejected
1807,1570282229,13,2016,rejected
1808,1570282235,13,2016,rejected
1809,1570282295,13,2016,rejected
1810,1570282329,13,2016,rejected
1811,1570282349,13,2016,rejected
1812,1570282597,13,2016,rejected
1813,1570282605,13,2016,accepted
1814,1570282648,13,2016,accepted
1815,1570282670,13,2016,accepted
1816,1570282704,13,2016,rejected
1817,1570282719,13,2016,rejected
1818,1570282724,13,2016,accepted
1819,1570282726,13,2016,accepted
1820,1570282859,13,2016,rejected
1821,1570283452,13,2016,accepted
1822,1570285094,13,2016,accepted
1823,1570285572,13,2016,rejected
1824,1570285669,13,2016,rejected
1825,4,3,1,**
1826,1570285917,13,2016,accepted
1827,1570285991,13,2016,accepted
1828,1570285998,13,2016,rejected
1829,1570286288,13,2016,rejected
1830,1570286355,13,2016,accepted
1831,1570286719,13,2016,rejected
1832,1570287099,13,2016,rejected
1833,1570287120,13,2016,rejected
1834,1570287214,13,2016,accepted
1835,1570287245,13,2016,rejected
1836,1570287289,13,2016,accepted
1837,1570287291,13,2016,accepted
1838,1570287314,13,2016,accepted
1839,1570287330,13,2016,rejected
1840,1570287340,13,2016,rejected
1841,1570287522,13,2016,accepted
1842,1570287526,13,2016,accepted
1843,1570287530,13,2016,accepted
1844,1570287577,13,2016,rejected
1845,1570287662,13,2016,rejected
1846,1570287677,13,2016,rejected
1847,1,3,4,accepted
1848,1570287743,13,2016,accepted
1849,1570287767,13,2016,accepted
1850,1570287768,13,2016,rejected
1851,1570287772,13,2016,rejected
1852,1570287791,13,2016,rejected
1853,1570287799,13,2016,accepted
1854,1570287802,13,2016,rejected
1855,1570287809,13,2016,accepted
1856,1570287816,13,2016,rejected
1857,1570287842,13,2016,rejected
1858,1570287850,13,2016,accepted
1859,1570287851,13,2016,rejected
1860,1570287862,13,2016,accepted
1861,1570287867,13,2016,rejected
1862,1570287869,13,2016,rejected
1863,1570287870,13,2016,accepted
1864,1570287871,13,2016,accepted
1865,1570287875,13,2016,rejected
1866,1570287882,13,2016,rejected
1867,1570288476,13,2016,accepted
1868,1570289597,13,2016,rejected
1869,1570290049,13,2016,rejected
1870,1570290180,13,2016,rejected
1871,1570290312,13,2016,rejected
1872,3,1,4,acepto
1873,1570290691,13,2016,rejected
1874,1570290750,13,2016,accepted
1875,1570290762,13,2016,accepted
1876,1570290785,13,2016,accepted
1877,1570290823,13,2016,rejected
1878,1570290922,13,2016,rejected
1879,1570290966,13,2016,accepted
1880,1570290979,13,2016,rejected
1881,1570291023,13,2016,rejected
1882,1570291071,13,2016,rejected
1883,1570291076,13,2016,rejected
1884,1570291080,13,2016,accepted
1885,1570291117,13,2016,rejected
1886,1570291125,13,2016,accepted
1887,1570291141,13,2016,rejected
1888,1570291156,13,2016,accepted
1889,1570291162,13,2016,rejected
1890,1570291169,13,2016,accepted
1891,1570291185,13,2016,accepted
1892,1570291188,13,2016,rejected
1893,1570291200,13,2016,rejected
1894,1570291208,13,2016,rejected
1895,1570291865,13,2016,accepted
1896,1570310177,13,2016,rejected
1897,162248,14,2017,rejected
1898,162329,14,2017,rejected
1899,163263,14,2017,rejected
1900,163298,14,2017,rejected
1901,163314,14,2017,rejected
1902,163315,14,2017,rejected
1903,163316,14,2017,rejected
1904,163317,14,2017,rejected
1905,163318,14,2017,rejected
1906,1,4,3,accepted
1907,163320,14,2017,rejected
1908,163324,14,2017,accepted
1909,2,1,3,?!
1910,1,3,2,acepto
1911,163693,14,2017,accepted
1912,163701,14,2017,rejected
1913,4,2,1,acepto
1914,163773,14,2017,rejected
1915,163777,14,2017,accepted
